"gene","add_variable","logFC","FDR","start","end","width","strand"
"SCO4315","MII48hvsMI12h",-0.588,0,4726384,4727073,690,"+"
"SCO4315","MII72hvsMI12h",-0.417,0,4726384,4727073,690,"+"
"SCO3873","MII24hvsMI12h",-0.729,0,4260741,4263314,2574,"-"
"SCO3873","MII48hvsMI12h",-0.759,0,4260741,4263314,2574,"-"
"SCO3873","MII72hvsMI12h",-0.417,0,4260741,4263314,2574,"-"
"SCO0247","MII24hvsMI12h",0.541,0,236782,237807,1026,"+"
"SCO0247","MII48hvsMI12h",-0.771,0,236782,237807,1026,"+"
"SCO0247","MII72hvsMI12h",-0.417,0,236782,237807,1026,"+"
"SCO0306","MII24hvsMI12h",-0.42,0,302056,302961,906,"-"
"SCO0306","MII48hvsMI12h",-0.542,0,302056,302961,906,"-"
"SCO0306","MII72hvsMI12h",-0.421,0,302056,302961,906,"-"
"SCO2178","MII24hvsMI12h",0.547,0,2341371,2342219,849,"-"
"SCO2178","MII48hvsMI12h",-0.454,0,2341371,2342219,849,"-"
"SCO2178","MII72hvsMI12h",-0.424,0,2341371,2342219,849,"-"
"SCO1286","MII24hvsMI12h",-0.454,0,1357085,1358209,1125,"-"
"SCO1286","MII48hvsMI12h",-0.271,0,1357085,1358209,1125,"-"
"SCO1286","MII72hvsMI12h",-0.425,0,1357085,1358209,1125,"-"
"SCO5025","MII24hvsMI12h",-0.501,0,5458994,5459911,918,"+"
"SCO5025","MII48hvsMI12h",-0.402,0,5458994,5459911,918,"+"
"SCO5025","MII72hvsMI12h",-0.427,0,5458994,5459911,918,"+"
"SCO6054","MII24hvsMI12h",-0.327,0,6646291,6647781,1491,"-"
"SCO6054","MII48hvsMI12h",-0.41,0,6646291,6647781,1491,"-"
"SCO6054","MII72hvsMI12h",-0.428,0,6646291,6647781,1491,"-"
"SCO5687","MII24hvsMI12h",-0.522,0,6193381,6194421,1041,"+"
"SCO5687","MII48hvsMI12h",-0.505,0,6193381,6194421,1041,"+"
"SCO5687","MII72hvsMI12h",-0.43,0,6193381,6194421,1041,"+"
"SCO0365","MII24hvsMI12h",-0.459,0,370066,370812,747,"+"
"SCO0365","MII48hvsMI12h",-0.565,0,370066,370812,747,"+"
"SCO0365","MII72hvsMI12h",-0.43,0,370066,370812,747,"+"
"SCO6288","MII24hvsMI12h",-0.566,0,6947584,6948414,831,"+"
"SCO6288","MII48hvsMI12h",-0.739,0,6947584,6948414,831,"+"
"SCO6288","MII72hvsMI12h",-0.432,0,6947584,6948414,831,"+"
"SCO6802","MII24hvsMI12h",0.478,0,7562872,7563450,579,"+"
"SCO6802","MII48hvsMI12h",-0.465,0,7562872,7563450,579,"+"
"SCO6802","MII72hvsMI12h",-0.433,0,7562872,7563450,579,"+"
"SCO5378","MII24hvsMI12h",-0.385,0,5847867,5849063,1197,"-"
"SCO5378","MII48hvsMI12h",-0.469,0,5847867,5849063,1197,"-"
"SCO5378","MII72hvsMI12h",-0.433,0,5847867,5849063,1197,"-"
"SCO6138","MII24hvsMI12h",-0.45,0,6739546,6740469,924,"+"
"SCO6138","MII48hvsMI12h",-0.437,0,6739546,6740469,924,"+"
"SCO6138","MII72hvsMI12h",-0.436,0,6739546,6740469,924,"+"
"SCO3684","MII24hvsMI12h",-0.733,0,4066804,4067394,591,"-"
"SCO3684","MII48hvsMI12h",-0.708,0,4066804,4067394,591,"-"
"SCO3684","MII72hvsMI12h",-0.437,0,4066804,4067394,591,"-"
"SCO7376","MII24hvsMI12h",-0.361,0,8189725,8190453,729,"-"
"SCO7376","MII48hvsMI12h",-0.721,0,8189725,8190453,729,"-"
"SCO7376","MII72hvsMI12h",-0.438,0,8189725,8190453,729,"-"
"SCO5509","MII24hvsMI12h",-0.343,0,5997336,5998268,933,"-"
"SCO5509","MII48hvsMI12h",-0.562,0,5997336,5998268,933,"-"
"SCO5509","MII72hvsMI12h",-0.439,0,5997336,5998268,933,"-"
"SCO2399","MII24hvsMI12h",-0.364,0,2570546,2571427,882,"+"
"SCO2399","MII48hvsMI12h",-0.452,0,2570546,2571427,882,"+"
"SCO2399","MII72hvsMI12h",-0.444,0,2570546,2571427,882,"+"
"SCO3303","MII24hvsMI12h",-0.382,0,3652259,3654001,1743,"-"
"SCO3303","MII48hvsMI12h",-0.444,0,3652259,3654001,1743,"-"
"SCO3303","MII72hvsMI12h",-0.445,0,3652259,3654001,1743,"-"
"SCO1864","MII24hvsMI12h",-0.959,0,1998468,1998980,513,"+"
"SCO1864","MII48hvsMI12h",-0.541,0,1998468,1998980,513,"+"
"SCO1864","MII72hvsMI12h",-0.446,0,1998468,1998980,513,"+"
"SCO6866","MII24hvsMI12h",-0.557,0,7637267,7638457,1191,"-"
"SCO6866","MII48hvsMI12h",-0.593,0,7637267,7638457,1191,"-"
"SCO6866","MII72hvsMI12h",-0.447,0,7637267,7638457,1191,"-"
"SCO3331","MII24hvsMI12h",-0.417,0,3682630,3683877,1248,"-"
"SCO3331","MII48hvsMI12h",-0.47,0,3682630,3683877,1248,"-"
"SCO3331","MII72hvsMI12h",-0.448,0,3682630,3683877,1248,"-"
"SCO2576","MII24hvsMI12h",-0.299,0,2782944,2783615,672,"-"
"SCO2576","MII48hvsMI12h",-0.542,0,2782944,2783615,672,"-"
"SCO2576","MII72hvsMI12h",-0.449,0,2782944,2783615,672,"-"
"SCO3332","MII24hvsMI12h",0.634,0,3683901,3684617,717,"-"
"SCO3332","MII48hvsMI12h",-0.475,0,3683901,3684617,717,"-"
"SCO3332","MII72hvsMI12h",-0.45,0,3683901,3684617,717,"-"
"SCO3315","MII24hvsMI12h",-0.466,0,3666265,3666957,693,"+"
"SCO3315","MII48hvsMI12h",-0.246,0,3666265,3666957,693,"+"
"SCO3315","MII72hvsMI12h",-0.451,0,3666265,3666957,693,"+"
"SCO5449","MII24hvsMI12h",-0.24,0,5931782,5933599,1818,"-"
"SCO5449","MII48hvsMI12h",-0.496,0,5931782,5933599,1818,"-"
"SCO5449","MII72hvsMI12h",-0.452,0,5931782,5933599,1818,"-"
"SCO3075","MII24hvsMI12h",-0.875,0,3368495,3369364,870,"-"
"SCO3075","MII48hvsMI12h",-0.449,0,3368495,3369364,870,"-"
"SCO3075","MII72hvsMI12h",-0.455,0,3368495,3369364,870,"-"
"SCO1190","MII24hvsMI12h",-0.51,0,1262509,1264110,1602,"-"
"SCO1190","MII48hvsMI12h",-0.438,0,1262509,1264110,1602,"-"
"SCO1190","MII72hvsMI12h",-0.456,0,1262509,1264110,1602,"-"
"SCO3168","MII24hvsMI12h",-0.525,0,3470354,3473869,3516,"+"
"SCO3168","MII48hvsMI12h",-0.476,0,3470354,3473869,3516,"+"
"SCO3168","MII72hvsMI12h",-0.457,0,3470354,3473869,3516,"+"
"SCO1147","MII24hvsMI12h",-0.762,0,1205898,1207775,1878,"+"
"SCO1147","MII48hvsMI12h",-0.489,0,1205898,1207775,1878,"+"
"SCO1147","MII72hvsMI12h",-0.457,0,1205898,1207775,1878,"+"
"SCO2756","MII24hvsMI12h",-0.404,0,3002574,3003509,936,"-"
"SCO2756","MII48hvsMI12h",-0.578,0,3002574,3003509,936,"-"
"SCO2756","MII72hvsMI12h",-0.458,0,3002574,3003509,936,"-"
"SCO1671","MII24hvsMI12h",-1.175,0,1790845,1793163,2319,"+"
"SCO1671","MII48hvsMI12h",-0.702,0,1790845,1793163,2319,"+"
"SCO1671","MII72hvsMI12h",-0.464,0,1790845,1793163,2319,"+"
"SCO1225","MII24hvsMI12h",-1.27,0,1295526,1297040,1515,"+"
"SCO1225","MII48hvsMI12h",-1.019,0,1295526,1297040,1515,"+"
"SCO1225","MII72hvsMI12h",-0.467,0,1295526,1297040,1515,"+"
"SCO5607","MII24hvsMI12h",0.528,0,6108466,6108660,195,"+"
"SCO5607","MII48hvsMI12h",-0.406,0,6108466,6108660,195,"+"
"SCO5607","MII72hvsMI12h",-0.469,0,6108466,6108660,195,"+"
"SCO1509","MII24hvsMI12h",-0.769,0,1613440,1614147,708,"-"
"SCO1509","MII48hvsMI12h",-0.544,0,1613440,1614147,708,"-"
"SCO1509","MII72hvsMI12h",-0.469,0,1613440,1614147,708,"-"
"SCO1818","MII24hvsMI12h",-0.303,0,1948453,1949721,1269,"+"
"SCO1818","MII48hvsMI12h",-0.334,0,1948453,1949721,1269,"+"
"SCO1818","MII72hvsMI12h",-0.47,0,1948453,1949721,1269,"+"
"SCO1099","MII24hvsMI12h",-0.514,0,1156289,1158022,1734,"-"
"SCO1099","MII48hvsMI12h",-0.457,0,1156289,1158022,1734,"-"
"SCO1099","MII72hvsMI12h",-0.472,0,1156289,1158022,1734,"-"
"SCO6420","MII24hvsMI12h",-0.502,0,7089432,7090445,1014,"-"
"SCO6420","MII48hvsMI12h",-0.555,0,7089432,7090445,1014,"-"
"SCO6420","MII72hvsMI12h",-0.472,0,7089432,7090445,1014,"-"
"SCO4083","MII24hvsMI12h",-0.529,0,4476421,4477734,1314,"+"
"SCO4083","MII48hvsMI12h",-0.469,0,4476421,4477734,1314,"+"
"SCO4083","MII72hvsMI12h",-0.473,0,4476421,4477734,1314,"+"
"SCO3383","MII24hvsMI12h",-0.531,0,3746563,3747576,1014,"-"
"SCO3383","MII48hvsMI12h",-0.65,0,3746563,3747576,1014,"-"
"SCO3383","MII72hvsMI12h",-0.475,0,3746563,3747576,1014,"-"
"SCO7496","MII24hvsMI12h",-0.487,0,8308033,8308884,852,"-"
"SCO7496","MII48hvsMI12h",-0.516,0,8308033,8308884,852,"-"
"SCO7496","MII72hvsMI12h",-0.476,0,8308033,8308884,852,"-"
"SCO0606","MII24hvsMI12h",-0.545,0,646345,647319,975,"+"
"SCO0606","MII48hvsMI12h",-0.528,0,646345,647319,975,"+"
"SCO0606","MII72hvsMI12h",-0.476,0,646345,647319,975,"+"
"SCO6703","MII24hvsMI12h",-0.546,0,7455008,7455790,783,"-"
"SCO6703","MII48hvsMI12h",-0.427,0,7455008,7455790,783,"-"
"SCO6703","MII72hvsMI12h",-0.477,0,7455008,7455790,783,"-"
"SCO0123","MII24hvsMI12h",-0.446,0,101656,103002,1347,"-"
"SCO0123","MII48hvsMI12h",-0.526,0,101656,103002,1347,"-"
"SCO0123","MII72hvsMI12h",-0.477,0,101656,103002,1347,"-"
"SCO5139","MII24hvsMI12h",-0.468,0,5586476,5587555,1080,"+"
"SCO5139","MII48hvsMI12h",-0.339,0,5586476,5587555,1080,"+"
"SCO5139","MII72hvsMI12h",-0.479,0,5586476,5587555,1080,"+"
"SCO4374","MII24hvsMI12h",-0.7,0,4788577,4789464,888,"+"
"SCO4374","MII48hvsMI12h",-0.388,0,4788577,4789464,888,"+"
"SCO4374","MII72hvsMI12h",-0.479,0,4788577,4789464,888,"+"
"SCO4551","MII24hvsMI12h",0.348,0,4969131,4969730,600,"+"
"SCO4551","MII48hvsMI12h",-0.504,0,4969131,4969730,600,"+"
"SCO4551","MII72hvsMI12h",-0.481,0,4969131,4969730,600,"+"
"SCO7013","MII24hvsMI12h",-0.527,0,7790150,7791565,1416,"-"
"SCO7013","MII48hvsMI12h",0.857,0,7790150,7791565,1416,"-"
"SCO7013","MII72hvsMI12h",-0.482,0,7790150,7791565,1416,"-"
"SCO6854","MII24hvsMI12h",-0.532,0,7625857,7626660,804,"-"
"SCO6854","MII48hvsMI12h",-0.521,0,7625857,7626660,804,"-"
"SCO6854","MII72hvsMI12h",-0.484,0,7625857,7626660,804,"-"
"SCO2266","MII24hvsMI12h",0.445,0,2434908,2435765,858,"+"
"SCO2266","MII48hvsMI12h",-0.403,0,2434908,2435765,858,"+"
"SCO2266","MII72hvsMI12h",-0.485,0,2434908,2435765,858,"+"
"SCO3640","MII24hvsMI12h",-0.499,0,4017820,4018506,687,"-"
"SCO3640","MII48hvsMI12h",-0.572,0,4017820,4018506,687,"-"
"SCO3640","MII72hvsMI12h",-0.485,0,4017820,4018506,687,"-"
"SCO4264","MII24hvsMI12h",-0.858,0,4679364,4680236,873,"-"
"SCO4264","MII48hvsMI12h",-0.79,0,4679364,4680236,873,"-"
"SCO4264","MII72hvsMI12h",-0.485,0,4679364,4680236,873,"-"
"SCO3432","MII24hvsMI12h",-0.467,0,3792412,3793668,1257,"-"
"SCO3432","MII48hvsMI12h",-0.484,0,3792412,3793668,1257,"-"
"SCO3432","MII72hvsMI12h",-0.486,0,3792412,3793668,1257,"-"
"SCO4608","MII24hvsMI12h",-0.282,0,5032210,5033757,1548,"+"
"SCO4608","MII48hvsMI12h",-0.204,0,5032210,5033757,1548,"+"
"SCO4608","MII72hvsMI12h",-0.487,0,5032210,5033757,1548,"+"
"SCO3669","MII24hvsMI12h",-1.428,0,4048921,4050120,1200,"-"
"SCO3669","MII48hvsMI12h",-0.648,0,4048921,4050120,1200,"-"
"SCO3669","MII72hvsMI12h",-0.488,0,4048921,4050120,1200,"-"
"SCO5816","MII24hvsMI12h",-0.528,0,6361399,6363003,1605,"+"
"SCO5816","MII48hvsMI12h",-0.464,0,6361399,6363003,1605,"+"
"SCO5816","MII72hvsMI12h",-0.489,0,6361399,6363003,1605,"+"
"SCO3100","MII24hvsMI12h",-0.567,0,3395638,3396615,978,"-"
"SCO3100","MII48hvsMI12h",-0.594,0,3395638,3396615,978,"-"
"SCO3100","MII72hvsMI12h",-0.489,0,3395638,3396615,978,"-"
"SCO7625","MII24hvsMI12h",-0.416,0,8451080,8452201,1122,"+"
"SCO7625","MII48hvsMI12h",-0.595,0,8451080,8452201,1122,"+"
"SCO7625","MII72hvsMI12h",-0.489,0,8451080,8452201,1122,"+"
"SCO4548","MII24hvsMI12h",-0.414,0,4964061,4967069,3009,"+"
"SCO4548","MII48hvsMI12h",-0.357,0,4964061,4967069,3009,"+"
"SCO4548","MII72hvsMI12h",-0.49,0,4964061,4967069,3009,"+"
"SCO2861","MII24hvsMI12h",0.518,0,3117159,3117881,723,"+"
"SCO2861","MII48hvsMI12h",-0.737,0,3117159,3117881,723,"+"
"SCO2861","MII72hvsMI12h",-0.49,0,3117159,3117881,723,"+"
"SCO1788","MII24hvsMI12h",-0.782,0,1911986,1913017,1032,"-"
"SCO1788","MII48hvsMI12h",-0.59,0,1911986,1913017,1032,"-"
"SCO1788","MII72hvsMI12h",-0.491,0,1911986,1913017,1032,"-"
"SCO5450","MII24hvsMI12h",-0.279,0,5933596,5935479,1884,"-"
"SCO5450","MII48hvsMI12h",-0.394,0,5933596,5935479,1884,"-"
"SCO5450","MII72hvsMI12h",-0.492,0,5933596,5935479,1884,"-"
"SCO2191","MII24hvsMI12h",0.882,0,2357793,2359196,1404,"+"
"SCO2191","MII48hvsMI12h",-0.373,0,2357793,2359196,1404,"+"
"SCO2191","MII72hvsMI12h",-0.493,0,2357793,2359196,1404,"+"
"SCO4312","MII24hvsMI12h",-0.34,0,4724168,4724956,789,"-"
"SCO4312","MII48hvsMI12h",-0.463,0,4724168,4724956,789,"-"
"SCO4312","MII72hvsMI12h",-0.496,0,4724168,4724956,789,"-"
"SCO6319","MII24hvsMI12h",-0.28,0,6976852,6977634,783,"+"
"SCO6319","MII48hvsMI12h",-0.603,0,6976852,6977634,783,"+"
"SCO6319","MII72hvsMI12h",-0.496,0,6976852,6977634,783,"+"
"SCO6232","MII24hvsMI12h",-0.636,0,6854701,6857163,2463,"+"
"SCO6232","MII48hvsMI12h",-0.572,0,6854701,6857163,2463,"+"
"SCO6232","MII72hvsMI12h",-0.501,0,6854701,6857163,2463,"+"
"SCO0912","MII24hvsMI12h",0.619,0,957204,958019,816,"+"
"SCO0912","MII48hvsMI12h",-0.467,0,957204,958019,816,"+"
"SCO0912","MII72hvsMI12h",-0.503,0,957204,958019,816,"+"
"SCO6506","MII24hvsMI12h",-0.546,0,7197932,7198711,780,"+"
"SCO6506","MII48hvsMI12h",-0.952,0,7197932,7198711,780,"+"
"SCO6506","MII72hvsMI12h",-0.504,0,7197932,7198711,780,"+"
"SCO5549","MII24hvsMI12h",-0.298,0,6048321,6049055,735,"+"
"SCO5549","MII48hvsMI12h",-0.559,0,6048321,6049055,735,"+"
"SCO5549","MII72hvsMI12h",-0.505,0,6048321,6049055,735,"+"
"SCO4021","MII24hvsMI12h",-0.598,0,4415941,4417515,1575,"+"
"SCO4021","MII48hvsMI12h",-0.483,0,4415941,4417515,1575,"+"
"SCO4021","MII72hvsMI12h",-0.509,0,4415941,4417515,1575,"+"
"SCO2546","MII24hvsMI12h",-0.189,0,2745002,2746024,1023,"-"
"SCO2546","MII48hvsMI12h",-0.626,0,2745002,2746024,1023,"-"
"SCO2546","MII72hvsMI12h",-0.509,0,2745002,2746024,1023,"-"
"SCO1549","MII24hvsMI12h",-0.309,0,1657259,1658197,939,"-"
"SCO1549","MII48hvsMI12h",-0.339,0,1657259,1658197,939,"-"
"SCO1549","MII72hvsMI12h",-0.51,0,1657259,1658197,939,"-"
"SCO2254","MII24hvsMI12h",-0.663,0,2420563,2421804,1242,"-"
"SCO2254","MII48hvsMI12h",-0.626,0,2420563,2421804,1242,"-"
"SCO2254","MII72hvsMI12h",-0.51,0,2420563,2421804,1242,"-"
"SCO5448","MII24hvsMI12h",-0.233,0,5930034,5931785,1752,"-"
"SCO5448","MII48hvsMI12h",-0.482,0,5930034,5931785,1752,"-"
"SCO5448","MII72hvsMI12h",-0.512,0,5930034,5931785,1752,"-"
"SCO1210","MII24hvsMI12h",0.486,0,1281884,1282540,657,"+"
"SCO1210","MII48hvsMI12h",-0.467,0,1281884,1282540,657,"+"
"SCO1210","MII72hvsMI12h",-0.513,0,1281884,1282540,657,"+"
"SCO4846","MII24hvsMI12h",-0.29,0,5277574,5278539,966,"+"
"SCO4846","MII48hvsMI12h",-0.603,0,5277574,5278539,966,"+"
"SCO4846","MII72hvsMI12h",-0.513,0,5277574,5278539,966,"+"
"SCO4368","MII24hvsMI12h",-0.635,0,4782332,4783492,1161,"-"
"SCO4368","MII48hvsMI12h",-0.465,0,4782332,4783492,1161,"-"
"SCO4368","MII72hvsMI12h",-0.514,0,4782332,4783492,1161,"-"
"SCO1872","MII24hvsMI12h",-0.611,0,2006250,2007023,774,"+"
"SCO1872","MII48hvsMI12h",-0.511,0,2006250,2007023,774,"+"
"SCO1872","MII72hvsMI12h",-0.515,0,2006250,2007023,774,"+"
"SCO1336","MII24hvsMI12h",-0.469,0,1412774,1414348,1575,"+"
"SCO1336","MII48hvsMI12h",-0.484,0,1412774,1414348,1575,"+"
"SCO1336","MII72hvsMI12h",-0.518,0,1412774,1414348,1575,"+"
"SCO2484","MII24hvsMI12h",1.107,0,2673743,2675029,1287,"+"
"SCO2484","MII48hvsMI12h",-0.423,0,2673743,2675029,1287,"+"
"SCO2484","MII72hvsMI12h",-0.519,0,2673743,2675029,1287,"+"
"SCO3736","MII24hvsMI12h",-0.959,0,4108736,4109227,492,"-"
"SCO3736","MII48hvsMI12h",-0.69,0,4108736,4109227,492,"-"
"SCO3736","MII72hvsMI12h",-0.519,0,4108736,4109227,492,"-"
"SCO4612","MII24hvsMI12h",-0.399,0,5036030,5037274,1245,"-"
"SCO4612","MII48hvsMI12h",-0.768,0,5036030,5037274,1245,"-"
"SCO4612","MII72hvsMI12h",-0.52,0,5036030,5037274,1245,"-"
"SCO3727","MII24hvsMI12h",0.413,0,4101639,4102223,585,"+"
"SCO3727","MII48hvsMI12h",-0.708,0,4101639,4102223,585,"+"
"SCO3727","MII72hvsMI12h",-0.521,0,4101639,4102223,585,"+"
"SCO3690","MII24hvsMI12h",-0.726,0,4071572,4072381,810,"+"
"SCO3690","MII48hvsMI12h",-0.995,0,4071572,4072381,810,"+"
"SCO3690","MII72hvsMI12h",-0.521,0,4071572,4072381,810,"+"
"SCO4342","MII24hvsMI12h",-0.571,0,4756861,4757403,543,"+"
"SCO4342","MII48hvsMI12h",-0.649,0,4756861,4757403,543,"+"
"SCO4342","MII72hvsMI12h",-0.522,0,4756861,4757403,543,"+"
"SCO4015","MII24hvsMI12h",-1.795,0,4410971,4411894,924,"+"
"SCO4015","MII48hvsMI12h",-1.04,0,4410971,4411894,924,"+"
"SCO4015","MII72hvsMI12h",-0.523,0,4410971,4411894,924,"+"
"SCO3414","MII24hvsMI12h",-0.579,0,3779785,3780231,447,"-"
"SCO3414","MII48hvsMI12h",-0.958,0,3779785,3780231,447,"-"
"SCO3414","MII72hvsMI12h",-0.524,0,3779785,3780231,447,"-"
"SCO7494","MII24hvsMI12h",-0.8,0,8306615,8307055,441,"-"
"SCO7494","MII48hvsMI12h",-0.902,0,8306615,8307055,441,"-"
"SCO7494","MII72hvsMI12h",-0.526,0,8306615,8307055,441,"-"
"SCO2223","MII24hvsMI12h",-0.575,0,2387313,2388005,693,"+"
"SCO2223","MII48hvsMI12h",-0.588,0,2387313,2388005,693,"+"
"SCO2223","MII72hvsMI12h",-0.528,0,2387313,2388005,693,"+"
"SCO0596","MII24hvsMI12h",-0.484,0,637261,637824,564,"+"
"SCO0596","MII48hvsMI12h",-0.907,0,637261,637824,564,"+"
"SCO0596","MII72hvsMI12h",-0.528,0,637261,637824,564,"+"
"SCO2121","MII24hvsMI12h",-0.355,0,2281433,2282674,1242,"-"
"SCO2121","MII48hvsMI12h",-0.547,0,2281433,2282674,1242,"-"
"SCO2121","MII72hvsMI12h",-0.529,0,2281433,2282674,1242,"-"
"SCO7311","MII24hvsMI12h",-0.387,0,8118005,8119483,1479,"-"
"SCO7311","MII48hvsMI12h",-0.606,0,8118005,8119483,1479,"-"
"SCO7311","MII72hvsMI12h",-0.529,0,8118005,8119483,1479,"-"
"SCO1279","MII24hvsMI12h",-0.654,0,1349799,1350677,879,"+"
"SCO1279","MII48hvsMI12h",-0.563,0,1349799,1350677,879,"+"
"SCO1279","MII72hvsMI12h",-0.531,0,1349799,1350677,879,"+"
"SCO7038","MII24hvsMI12h",-0.445,0,7830042,7832324,2283,"-"
"SCO7038","MII48hvsMI12h",-0.534,0,7830042,7832324,2283,"-"
"SCO7038","MII72hvsMI12h",-0.532,0,7830042,7832324,2283,"-"
"SCO6501","MII24hvsMI12h",-0.789,0,7194725,7195498,774,"+"
"SCO6501","MII48hvsMI12h",-0.636,0,7194725,7195498,774,"+"
"SCO6501","MII72hvsMI12h",-0.532,0,7194725,7195498,774,"+"
"SCO6751","MII24hvsMI12h",-1.158,0,7507178,7508116,939,"-"
"SCO6751","MII48hvsMI12h",-0.665,0,7507178,7508116,939,"-"
"SCO6751","MII72hvsMI12h",-0.534,0,7507178,7508116,939,"-"
"SCO6257","MII24hvsMI12h",-0.752,0,6879297,6880301,1005,"+"
"SCO6257","MII48hvsMI12h",-0.939,0,6879297,6880301,1005,"+"
"SCO6257","MII72hvsMI12h",-0.534,0,6879297,6880301,1005,"+"
"SCO7012","MII24hvsMI12h",-0.436,0,7789123,7790082,960,"-"
"SCO7012","MII48hvsMI12h",0.905,0,7789123,7790082,960,"-"
"SCO7012","MII72hvsMI12h",-0.536,0,7789123,7790082,960,"-"
"SCO5842","MII24hvsMI12h",-0.705,0,6394529,6397648,3120,"+"
"SCO5842","MII48hvsMI12h",-0.611,0,6394529,6397648,3120,"+"
"SCO5842","MII72hvsMI12h",-0.537,0,6394529,6397648,3120,"+"
"SCO0793","MII24hvsMI12h",-0.586,0,840026,840334,309,"-"
"SCO0793","MII48hvsMI12h",-0.476,0,840026,840334,309,"-"
"SCO0793","MII72hvsMI12h",-0.539,0,840026,840334,309,"-"
"SCO0187","MII24hvsMI12h",-0.734,0,176501,177496,996,"+"
"SCO0187","MII48hvsMI12h",-0.659,0,176501,177496,996,"+"
"SCO0187","MII72hvsMI12h",-0.54,0,176501,177496,996,"+"
"SCO7763","MII24hvsMI12h",-0.7,0,8593351,8594052,702,"+"
"SCO7763","MII48hvsMI12h",-0.815,0,8593351,8594052,702,"+"
"SCO7763","MII72hvsMI12h",-0.542,0,8593351,8594052,702,"+"
"SCO0695","MII24hvsMI12h",-0.37,0,736520,737506,987,"+"
"SCO0695","MII48hvsMI12h",-0.893,0,736520,737506,987,"+"
"SCO0695","MII72hvsMI12h",-0.545,0,736520,737506,987,"+"
"SCO4284","MII24hvsMI12h",-0.725,0,4699398,4700543,1146,"-"
"SCO4284","MII48hvsMI12h",-0.661,0,4699398,4700543,1146,"-"
"SCO4284","MII72hvsMI12h",-0.546,0,4699398,4700543,1146,"-"
"SCO3066","MII24hvsMI12h",-0.513,0,3359355,3359867,513,"-"
"SCO3066","MII48hvsMI12h",-0.672,0,3359355,3359867,513,"-"
"SCO3066","MII72hvsMI12h",-0.546,0,3359355,3359867,513,"-"
"SCO0262","MII24hvsMI12h",-0.981,0,250805,251740,936,"+"
"SCO0262","MII48hvsMI12h",-0.475,0,250805,251740,936,"+"
"SCO0262","MII72hvsMI12h",-0.547,0,250805,251740,936,"+"
"SCO0741","MII24hvsMI12h",0.24,0,783096,784184,1089,"-"
"SCO0741","MII48hvsMI12h",-0.661,0,783096,784184,1089,"-"
"SCO0741","MII72hvsMI12h",-0.547,0,783096,784184,1089,"-"
"SCO0818","MII24hvsMI12h",-0.51,0,867800,868594,795,"+"
"SCO0818","MII48hvsMI12h",-0.704,0,867800,868594,795,"+"
"SCO0818","MII72hvsMI12h",-0.547,0,867800,868594,795,"+"
"SCO6889","MII24hvsMI12h",-0.928,0,7656920,7657660,741,"+"
"SCO6889","MII48hvsMI12h",-0.534,0,7656920,7657660,741,"+"
"SCO6889","MII72hvsMI12h",-0.548,0,7656920,7657660,741,"+"
"SCO4875","MII24hvsMI12h",-0.457,0,5306624,5307574,951,"+"
"SCO4875","MII48hvsMI12h",-0.52,0,5306624,5307574,951,"+"
"SCO4875","MII72hvsMI12h",-0.549,0,5306624,5307574,951,"+"
"SCO2320","MII24hvsMI12h",-0.51,0,2490934,2491818,885,"-"
"SCO2320","MII48hvsMI12h",-0.547,0,2490934,2491818,885,"-"
"SCO2320","MII72hvsMI12h",-0.549,0,2490934,2491818,885,"-"
"SCO4643","MII24hvsMI12h",-0.913,0,5067001,5068152,1152,"+"
"SCO4643","MII48hvsMI12h",-0.753,0,5067001,5068152,1152,"+"
"SCO4643","MII72hvsMI12h",-0.549,0,5067001,5068152,1152,"+"
"SCO3638","MII24hvsMI12h",-0.444,0,4015726,4016391,666,"-"
"SCO3638","MII48hvsMI12h",-0.66,0,4015726,4016391,666,"-"
"SCO3638","MII72hvsMI12h",-0.55,0,4015726,4016391,666,"-"
"SCO6294","MII24hvsMI12h",-0.434,0,6953679,6954470,792,"-"
"SCO6294","MII48hvsMI12h",-0.629,0,6953679,6954470,792,"-"
"SCO6294","MII72hvsMI12h",-0.552,0,6953679,6954470,792,"-"
"SCO1424","MII24hvsMI12h",-0.337,0,1519926,1521536,1611,"-"
"SCO1424","MII48hvsMI12h",-0.641,0,1519926,1521536,1611,"-"
"SCO1424","MII72hvsMI12h",-0.553,0,1519926,1521536,1611,"-"
"SCO4067","MII24hvsMI12h",-0.735,0,4457168,4459522,2355,"+"
"SCO4067","MII48hvsMI12h",-0.689,0,4457168,4459522,2355,"+"
"SCO4067","MII72hvsMI12h",-0.553,0,4457168,4459522,2355,"+"
"SCO2725","MII24hvsMI12h",-1.278,0,2972229,2973086,858,"+"
"SCO2725","MII48hvsMI12h",-0.64,0,2972229,2973086,858,"+"
"SCO2725","MII72hvsMI12h",-0.554,0,2972229,2973086,858,"+"
"SCO2853","MII24hvsMI12h",-0.5,0,3111340,3111894,555,"-"
"SCO2853","MII48hvsMI12h",-0.496,0,3111340,3111894,555,"-"
"SCO2853","MII72hvsMI12h",-0.555,0,3111340,3111894,555,"-"
"SCO4125","MII24hvsMI12h",-0.539,0,4537923,4538456,534,"+"
"SCO4125","MII48hvsMI12h",-0.856,0,4537923,4538456,534,"+"
"SCO4125","MII72hvsMI12h",-0.555,0,4537923,4538456,534,"+"
