Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts wildtype Replicate 1	Raw Counts wildtype Replicate 2	Raw Counts wildtype Replicate 3	Raw Counts wildtype Replicate 4	Normalized Counts wildtype Replicate 1	Normalized Counts wildtype Replicate 2	Normalized Counts wildtype Replicate 3	Normalized Counts wildtype Replicate 4	RPKM wildtype	Expression wildtype	Raw Counts TopA_depletion Replicate 1	Raw Counts TopA_depletion Replicate 2	Raw Counts TopA_depletion Replicate 3	Raw Counts TopA_depletion Replicate 4	Normalized Counts TopA_depletion Replicate 1	Normalized Counts TopA_depletion Replicate 2	Normalized Counts TopA_depletion Replicate 3	Normalized Counts TopA_depletion Replicate 4	RPKM TopA_depletion	Expression TopA_depletion	pValue wildtype vs TopA_depletion	qValue wildtype vs TopA_depletion	

2799396	2799396	2802989	2802991	+	-	SCO2590	glycosyltransferase	108	108	137	112	211299	177065	291938	227825	24	63	317	406	209	262	290702	334601	314820	336711	47	88	0,249787734	0,569651665	

2803116	2803160	2804890	2804900	+	-	SCO2591	hypothetical protein	183	224	100	122	357722	364210	213112	248032	67	170	543	828	261	299	497904	682556	392888	384257	157	282	0,048541648	0,144678943	

2807795	2807795	2804967	2804943	-	-	SCO2592	transferase	1278	1552	824	986	2494136	2523481	1747578	1992222	306	773	1187	1623	853	963	1088253	1337552	1282326	1235956	232	436	0,013330605	0,04731426	

	2808791	2807802	2807796	-	-	SCO2593	hypothetical protein	384	515	271	340	750082	838307	575458	686473	285	719	424	593	311	381	389313	489179	467786	489735	246	463	2,61E-04	0,001375585	

2810653	2810599	2808791		-	-	SCO2594	hypothetical protein	413	567	379	423	807232	922636	805377	855112	184	468	703	937	581	613	644804	772075	872944	787227	223	425	0,302082037	0,660696495	

2812351	2812247	2810811	2810800	-	obgE	SCO2595	GTPase ObgE	58	57	88	75	113212	94240	186718	151893	36	95	311	286	158	148	285141	235818	237466	190262	88	165	0,008346456	0,031499067	

2812622	2812612	2812358	2812355	-	rpmA	SCO2596	50S ribosomal protein L27	546	647	639	599	1066459	1052819	1355055	1210177	1794	4592	1249	1292	617	646	1145014	1064935	926753	829757	2106	3888	0,310264616	0,674194074	

2813086	2812947	2812627	2812625	-	rplU	SCO2597	50S ribosomal protein L21	854	1006	1069	1007	1666624	1635821	2266970	2033482	2309	5921	1884	1846	1105	1243	1726800	1520858	1660736	1595096	2689	5065	0,554353758	1	

2814229	2814168	2813146	2813146	-	-	SCO2598	dehydrogenase	7	16	12	12	15454	26353	25958	25816	9	22	63	54	26	31	58202	44995	39187	40737	24	44	5,49E-04	0,002706344	

2818397	2818382	2814360	2814337	-	-	SCO2599	hypothetical protein	309	310	409	373	604533	503821	867792	754712	65	169	1076	943	440	575	986955	776848	662046	738885	106	196	0,92243255	1	

2819443	2819433	2818657	2818633	-	-	SCO2600	hypothetical protein	306	412	530	366	597738	670863	1125056	739696	392	1008	1489	1123	653	673	1364665	925780	981359	863580	714	1330	0,420777968	0,863527098	

2820558	2820558	2819482	2819482	-	-	SCO2601	hypothetical protein	51	76	49	45	100990	124495	105536	91189	38	98	205	161	84	109	188420	132763	126664	140619	73	136	0,239753373	0,551021164	

2822754	2822731	2820608	2820602	-	-	SCO2602	hypothetical protein	57	96	62	71	112037	156849	131623	143380	25	64	281	298	167	167	257944	245930	251141	214787	61	114	0,004857925	0,019431699	

	2823656	2825212		+	-	SCO2603	integrase	10	6	3	5	19609	9999	7229	10112	2	7	34	29	19	19	31955	24650	29236	25199	9	17	1,77E-04	1	

2826291	2826283	2825348	2825048	-	-	SCO2604	hypothetical protein	22	31	15	12	44801	51122	33455	24681	16	41	99	101	64	107	91150	83732	97483	137573	57	109	3,22E-10	3,47E-09	

2826447	2826447	2827148	2827148	+	-	SCO2605	hypothetical protein	2	5	5	2	4834	8905	12488	4995	4	11	19	23	10	6	17412	19645	15719	8882	12	21	0,021743664	1	

2829381	2829381	2827396	2827221	-	-	SCO2606	hypothetical protein	140	187	142	130	274798	305244	302693	263233	56	144	315	376	216	223	288745	309959	324449	286776	80	152	0,567011706	1	

	2830656	2829460	2829422	-	-	SCO2607	Sfr protein	54	63	28	51	106038	102968	59790	103563	30	77	76	94	53	47	70278	77957	80104	60915	32	60	0,025978195	0,084374971	

2833014	2832962	2830653		-	-	SCO2608	penicillin binding protein	100	126	81	98	196602	205824	172734	198976	33	83	141	163	79	97	129406	134336	119717	125304	29	55	6,17E-04	0,003009445	

2833699	2833686	2833015	2833015	-	-	SCO2609	rod shape-determining protein	21	27	11	17	41005	44501	25255	36291	21	54	33	45	21	26	31005	37635	31904	34227	26	50	0,295416113	0,64917293	

2834759	2834725	2833700	2833700	-	-	SCO2610	rod shape-determining protein MreC	46	65	51	63	90767	105808	108259	128467	41	105	116	136	89	74	106749	112418	134030	95576	57	109	0,561748901	1	

2835970	2835939	2834908	2834908	-	-	SCO2611	rod shape-determining protein MreB	409	515	415	415	799543	837607	880816	838533	319	813	996	1008	676	741	913407	830598	1016329	951675	472	899	0,979590993	1	

2836670	2836660	2836247	2836175	-	ndk	SCO2612	nucleoside diphosphate kinase	124	150	135	133	243306	244855	287045	269122	246	630	299	358	240	246	274850	295239	361031	316832	395	753	0,830561762	1	

2837141	2837141	2836785	2836686	-	-	SCO2613	hypothetical protein	84	117	73	84	165508	190539	155759	171569	189	478	107	129	62	76	98544	107070	94479	98470	149	279	1,13E-05	7,58E-05	

2838663	2838482	2837148	2837142	-	-	SCO2614	folylpolyglutamate synthase	283	385	253	261	553606	626063	536476	527435	165	420	429	473	289	302	393990	389808	434160	387538	159	300	0,003477053	0,014322784	

2841613	2841581	2838957	2838957	-	valS	SCO2615	valyl-tRNA synthetase	900	1042	702	749	1756965	1693773	1488551	1513573	241	614	1080	1449	754	942	990530	1194337	1132528	1209116	229	431	0,118180155	0,306931667	

2841699	2841719	2842726	2842738	+	-	SCO2616	hypothetical protein	237	260	217	187	462576	423698	461968	379095	167	428	509	982	430	516	466665	808941	646725	662895	344	641	0,164633378	0,403368255	

2844152	2844084	2842798	2842783	-	clpX	SCO2617	ATP-dependent protease ATP-binding subunit ClpX	517	655	406	478	1010562	1064741	860889	966034	299	758	812	1179	600	797	744508	971346	902304	1023517	375	707	0,475016586	0,946938602	

2845036	2844986	2844276	2844267	-	-	SCO2618	ATP-dependent Clp protease proteolytic subunit	1066	1375	635	835	2080312	2234864	1347212	1686752	1026	2584	443	847	333	427	406095	698046	500514	548131	410	756	1,24E-23	2,88E-22	

2845738	2845696	2845037	2845037	-	clpP	SCO2619	ATP-dependent Clp protease proteolytic subunit	1272	1524	654	899	2483457	2476639	1387540	1815117	1227	3091	566	1003	431	524	519082	826980	647609	673505	544	1010	2,40E-15	3,69E-14	

2847506	2847406	2846000	2846000	-	tig	SCO2620	trigger factor	2034	2433	2217	2243	3970536	3953632	4699177	4529416	1192	3047	3698	4326	2400	2790	3389647	3564136	3605918	3580056	1335	2512	0,513141478	1	

2848232	2848177	2847983	2847940	-	-	SCO2621	hypothetical protein	67	67	53	50	132550	109878	112914	102521	229	587	375	323	164	196	344370	266582	247349	252208	767	1423	3,25E-07	2,66E-06	

2848762	2848812	2849981	2849981	+	-	SCO2622	hypothetical protein	7	16	12	11	14202	27608	25987	22616	7	19	71	76	37	40	65433	63382	55908	52232	27	50	1,62E-08	1,50E-07	

2850486	2850486	2849992	2849927	-	-	SCO2623	hypothetical protein	12	7	7	3	23483	12259	16826	7219	11	30	22	39	19	12	20815	32150	28749	15561	26	49	0,077415074	0,216056142	

2851746	2851697	2850510	2850510	-	-	SCO2624	hypothetical protein	46	57	52	36	90350	93387	112003	74620	30	77	208	246	121	112	191055	202640	182586	144691	81	151	3,88E-04	0,001971451	

2851873	2851911	2853152	2853446	+	-	SCO2625	hypothetical protein	36	62	20	18	71070	100965	42824	37705	20	50	258	336	92	134	236933	277303	138351	172093	92	165	2,37E-17	4,25E-16	

2854083	2854005	2853163	2853163	-	-	SCO2626	DNA repair hydrolase (fragment)	33	54	19	26	65226	89333	40348	52832	29	73	22	37	16	19	20485	30929	25505	25351	16	30	5,20E-12	6,32E-11	

2854591	2854591	2854112	2854104	-	-	SCO2627	ribose-5-phosphate isomerase B	318	399	215	252	620852	648395	456244	509945	460	1164	175	253	139	163	160985	208552	210006	210001	217	411	4,56E-19	8,85E-18	

2854776	2854806	2856074	2856082	+	-	SCO2628	amino acid permease	15	26	19	34	31064	42780	41606	69420	14	36	75	72	42	22	69123	59421	63596	28368	23	43	0,502948184	0,990862277	

2856100	2856104	2856250	2856250	+	-	SCO2629	hypothetical protein	1	1	3	3	1999	3137	7477	6335	12	32	16	16	4	5	14939	13639	6124	7024	40	70	0,012286961	0,044084877	

2857072	2857072	2856329	2856313	-	-	SCO2630	biotin synthase	131	125	105	113	256761	204496	223917	229435	120	307	162	246	148	139	148871	203435	223763	178368	133	253	0,050646732	0,150360777	

	2857300	2858685		+	-	SCO2631	amino acid permease	8	3	4	10	16085	5695	8923	21481	3	9	26	20	5	15	24509	16727	8895	19299	6	12	0,552542234	1	

2858889	2858918	2859937	2859937	+	-	SCO2632	transposase	13	21	13	13	26851	35186	29256	27286	11	29	271	243	72	96	248995	200885	109073	123254	93	167	6,85E-65	3,94E-63	

2860063	2860089	2860730	2860746	+	-	SCO2633	superoxide dismutase	3606	4642	1257	1574	7037656	7544614	2664326	3179272	3191	7953	359	2826	1006	1359	329683	2328077	1511809	1743895	1242	2302	1,12E-11	1,34E-10	

2861503	2861496	2860846	2860839	-	-	SCO2634	hypothetical protein	14	21	18	15	27628	35516	39348	30626	20	51	124	128	51	57	114023	105865	76970	73664	78	142	5,22E-11	5,86E-10	

2861602	2861702	2864203	2864203	+	-	SCO2635	aminopeptidase	404	486	316	339	788661	791006	671625	684966	115	293	1037	1262	644	724	950718	1040185	967389	929171	208	388	0,422821416	0,867305217	

2864243	2864407	2865597	2865610	+	-	SCO2636	hypothetical protein	10	13	10	9	20609	21921	21273	19471	6	17	39	40	21	20	36036	33181	32556	26816	14	26	0,084652582	0,233277207	

2865913	2865913	2869209	2869218	+	-	SCO2637	serine protease	71	102	54	75	138879	165988	114449	152907	17	43	164	201	112	124	150579	166371	169000	159321	26	48	0,901570292	1	

	2870030	2869281		-	-	SCO2638	hypothetical protein	0	0	1	0	67	1576	2485	0	0	1	5	4	1	0	4648	3721	1700	269	2	3	0,032374779	1	

	2870658	2870032		-	-	SCO2639	RNA polymerase sigma factor	2	2	0	1	4980	3467	0	2093	1	4	8	6	4	2	7861	5559	6467	3679	5	9	0,036158141	1	

2870720	2870836	2871858	2871860	+	-	SCO2640	aspartate-semialdehyde dehydrogenase	275	279	248	215	537452	454734	526413	435203	186	477	824	1107	485	560	755777	912575	728914	718936	412	761	0,083768113	0,231374982	

2871967	2871981	2873168	2873168	+	-	SCO2641	resistance protein	22	13	10	20	43335	21583	22917	42096	10	27	81	61	45	46	74745	50914	68479	59895	28	53	3,51E-04	0,001799756	

	2873657	2873181		-	-	SCO2642	hypothetical protein	1	0	0	1	2184	876	0	2232	1	2	1	0	0	0	1264	687	932	0	0	1	0,029397773	1	

2873755	2873770	2876343	2876390	+	-	SCO2643	aminopeptidase N	889	1083	626	764	1735375	1760727	1326819	1542645	244	618	1214	1833	786	941	1113016	1509996	1180968	1207956	263	486	0,321274943	0,693196604	

	2877352	2876450		-	-	SCO2644	LysR family transcriptional regulator	1	5	6	4	3155	9484	13716	9052	3	9	19	10	3	2	17579	8701	5987	3550	5	9	0,464080431	1	

	2878338	2877382		-	-	SCO2645	hypothetical protein	0	1	0	0	0	2670	0	0	0	0	4	3	1	2	4410	2624	1570	3275	1	3	9,23E-06	1	

	2879334	2878372		-	-	SCO2646	hypothetical protein	2	2	0	0	4193	4649	1713	0	1	2	2	3	1	4	2348	3270	2222	5800	1	3	0,836808399	1	

2879447	2879447	2879965	2880044	+	-	SCO2647	MarR family regulatory protein	4	17	10	13	9397	28187	21649	28207	16	42	30	45	14	28	28022	37705	21102	36987	32	59	0,21416008	0,501482253	

2880369	2880369	2880082	2880033	-	-	SCO2648	hypothetical protein	338	438	266	253	659829	712525	565247	511889	840	2126	490	569	269	332	449257	469360	404217	427144	817	1519	0,002802622	0,011817355	

2882590	2882590	2880455	2880455	-	-	SCO2649	4-alpha-glucanotransferase	20	21	19	16	40190	35314	42279	33435	6	17	97	111	51	51	89141	91803	76729	66252	20	37	1,42E-05	9,31E-05	

2882997	2882911	2882600	2882591	-	-	SCO2650	hypothetical protein	27	29	13	20	53150	48081	28622	42087	54	137	53	77	59	50	49076	64061	89356	64623	110	214	0,028712932	0,091864226	

2883959	2883956	2883219	2883219	-	-	SCO2651	dehydrogenase/reductase	7	5	8	1	14115	8744	17767	2818	5	14	48	40	29	20	44685	33740	44249	26722	26	50	2,04E-11	2,39E-10	

2884081	2884084	2884518	2884518	+	-	SCO2652	hypothetical protein	14	11	21	20	28055	18646	45211	41743	29	76	132	66	52	54	121144	54441	79178	70242	99	186	1,12E-07	9,62E-07	

	2884761	2885426		+	-	SCO2653	hypothetical protein	2	0	0	0	4795	0	0	0	0	1	2	4	0	1	2248	3986	617	2085	1	3	0,239186865	1	

2885480	2885483	2886067	2886067	+	-	SCO2654	hypothetical protein	2	4	10	3	5766	6853	22204	6502	6	17	41	32	20	14	37988	27117	31129	18426	26	49	2,61E-06	1,92E-05	

2886657	2886641	2886105	2885995	-	-	SCO2655	hypothetical protein	146	160	64	97	286127	261555	137525	197181	162	410	63	86	51	72	58054	71454	77820	93309	73	139	1,02E-21	2,21E-20	

2886859	2886859	2888085	2888097	+	-	SCO2656	hypothetical protein	36	43	45	39	71886	71442	97365	80202	25	65	211	209	130	141	193398	172162	196454	181081	80	151	4,44E-07	3,56E-06	

2888297	2888297	2889526	2889526	+	-	SCO2657	transcriptional regulator	21	16	19	17	41733	26659	41626	35203	11	29	101	96	39	49	92835	79787	59920	63686	32	60	8,17E-05	4,71E-04	

	2889601	2890938		+	-	SCO2658	sugar-binding protein	0	4	0	2	0	7127	0	5712	1	2	4	5	0	1	4018	4888	0	1728	1	1	0,248003106	1	

	2890945	2891889		+	-	SCO2659	sugar transport system permease	1	1	0	0	2087	1633	0	0	0	0	1	1	5	0	1608	1059	7544	0	1	2	0,015857935	1	

	2891886	2892797		+	-	SCO2660	sugar transport membrane protein	1	1	0	0	1999	2799	1168	65	0	1	8	8	9	11	7632	6784	14992	14688	6	12	2,34E-25	1	

2892798	2892805	2894070	2894070	+	-	SCO2661	sugar hydrolase	14	31	11	12	28900	51500	24532	25481	10	25	90	114	35	44	82587	94146	54049	57142	31	56	7,33E-06	5,06E-05	

2894071	2894115	2895032	2895085	+	-	SCO2662	kinase	2	4	2	7	5698	7553	5962	14205	3	9	35	43	18	21	32089	35905	27158	28169	18	33	4,30E-12	5,24E-11	

2895173	2895262	2896551	2896551	+	-	SCO2663	hypothetical protein	51	49	59	54	100019	80057	126790	109545	31	80	160	144	99	98	147539	119215	149879	126523	55	105	0,424124212	0,868522049	

2896552	2896634	2897692	2897692	+	-	SCO2664	sugar-binding protein	53	60	56	61	104679	98286	118985	124746	41	105	138	157	93	90	127339	129389	140635	116158	64	121	0,97162405	1	

2897732	2897763	2899097	2899103	+	-	SCO2665	hypothetical protein	44	63	43	54	87117	103531	92383	109526	28	73	201	174	84	88	184492	143939	127110	113797	57	106	0,133005547	0,338938276	

2899122	2899173	2901884	2901887	+	-	SCO2666	Ser/Thr protein kinase	121	154	113	107	236608	251846	240764	217880	34	87	475	420	187	250	436041	346564	282134	321144	69	127	0,14964695	0,373308075	

2901888	2901888	2903336	2903409	+	-	SCO2667	hypothetical protein	65	70	52	61	128550	114833	111498	124746	32	82	238	228	117	132	218882	188550	176256	169428	69	129	0,057248527	0,1673622	

2903427	2903439	2904797	2904797	+	-	SCO2668	hypothetical protein	41	50	34	44	81555	81803	73229	89719	23	60	95	117	57	74	87308	96382	86290	95541	35	67	0,983244681	1	

2904798	2904844	2906658	2906935	+	-	SCO2669	hypothetical protein	198	244	243	237	388001	396991	515113	478528	95	244	460	536	241	290	421865	442089	362896	372879	119	220	0,131079521	0,335150503	

2907651	2907651	2906677	2906677	-	-	SCO2670	O-methyltransferase	16	18	14	19	31424	30415	30484	39929	13	33	44	37	17	25	41181	30822	25937	32909	18	33	0,525632412	1	

2907738	2907738	2908151	2908335	+	-	SCO2671	globin	50	73	46	65	97602	119523	98227	131305	106	269	72	64	41	55	66302	53307	61936	70887	80	152	9,49E-06	6,46E-05	

	2908366	2911707		+	-	SCO2672	hypothetical protein	18	13	25	21	36190	22355	54273	43120	4	11	60	38	15	24	55777	31463	23208	31175	5	10	0,297593493	1	

	2911856	2914579		+	-	SCO2673	hypothetical protein	9	14	13	14	18425	24189	28642	28905	3	9	16	14	5	11	15421	11863	7976	14594	2	4	2,66E-06	1	

	2914632	2915591		+	-	SCO2674	ABC transporter ATP-binding protein	7	3	3	5	15066	5534	6625	10391	3	9	4	4	3	2	4200	3588	5555	2689	2	4	1,66E-05	1	

2916334	2916332	2915616	2915528	-	-	SCO2675	hypothetical protein	57	62	60	68	111882	101801	128919	137798	65	167	244	192	87	94	223827	158643	132151	121021	121	221	0,413925524	0,851708427	

2916747	2916745	2916335	2916335	-	-	SCO2676	hypothetical protein	142	171	108	131	278477	278585	230246	264685	252	639	297	329	200	220	272979	271111	300980	283009	362	686	0,726410385	1	

2918435	2918391	2916748	2916748	-	-	SCO2677	ABC transporter ATP-binding protein	631	761	545	572	1231773	1236754	1155689	1156275	285	726	1311	1619	852	1068	1201517	1333740	1280783	1370810	419	788	0,845479448	1	

	2918653	2919168		+	-	SCO2678	hypothetical protein	5	2	1	0	10066	4786	2188	1516	3	8	5	4	3	1	4882	3593	4876	1464	3	7	0,198863506	1	

2919699	2919678	2919307	2919307	-	-	SCO2679	lipoprotein	4	3	7	7	8290	5478	15202	15573	11	29	23	23	11	11	21984	19517	16555	14864	26	49	0,14174419	0,357195359	

	2920007	2920477		+	-	SCO2680	hypothetical protein	4	9	1	2	7979	14632	2307	5126	6	15	8	13	2	5	8133	11221	3202	7616	9	16	0,466654912	1	

	2920476	2922815		+	-	SCO2681	ATP /GTP-binding protein	4	2	0	1	8018	3780	1237	3349	0	1	3	10	2	2	3279	8345	3449	2677	1	1	0,749556218	1	

2924292	2924292	2922880	2922817	-	-	SCO2682	hypothetical protein	40	58	75	67	78545	94401	160859	136747	32	83	140	108	50	50	129125	89419	76517	64910	34	63	0,012248131	0,043986371	

2924985	2924985	2924515	2924515	-	-	SCO2683	single-strand DNA-binding protein	0	0	2	3	1407	329	4971	7842	2	7	14	13	2	9	13593	11209	3580	11583	11	21	7,45E-04	1	

	2927738	2925258		-	-	SCO2684	ATP-binding membrane protein	8	15	3	3	16328	24720	7021	6558	2	5	23	19	13	25	21731	15994	20979	32575	4	9	0,069544198	1	

	2929349	2927742		-	-	SCO2685	ATP-binding protein	6	2	0	1	11969	4432	0	3749	1	3	5	2	6	2	5107	2082	9958	3333	1	3	0,588731774	1	

	2930839	2929823	2929823	-	-	SCO2686	LuxR family transcriptional regulator	3	0	4	3	6067	1375	9388	6958	2	5	32	38	11	7	29740	31356	17042	9128	12	21	2,77E-10	1	

	2931148	2931792		+	ribA	SCO2687	GTP cyclohydrolase II	0	0	0	0	1592	0	0	0	0	0	2	4	0	0	2658	4044	562	1212	1	3	5,70E-07	1	

	2931848	2932993		+	-	SCO2688	riboflavin-specific deaminase	0	0	0	0	0	0	0	1544	0	0	6	8	0	2	5699	7016	692	3749	2	3	6,97E-34	1	

	2932990	2934117		+	-	SCO2689	hypothetical protein	0	0	0	1	0	828	0	2372	0	0	6	7	3	0	6023	6511	5191	1224	2	4	3,77E-11	1	

	2934114	2935478		+	-	SCO2690	membrane transport protein	0	0	2	1	0	0	5823	3618	0	1	11	11	0	0	10352	9586	884	1048	2	4	0,025819383	1	

	2935475	2936632		+	-	SCO2691	hypothetical protein	0	0	1	0	0	0	3892	762	0	1	3	2	0	0	2854	2032	836	1195	0	1	0,624168686	1	

	2936812	2938692		+	-	SCO2692	repetative protein	1	1	0	2	2922	3056	0	4037	0	1	13	11	4	4	12281	9764	6885	5665	2	4	1,31E-05	1	

	2938689	2939690		+	-	SCO2693	oxygenase	1	0	1	0	2116	1520	2406	1395	0	1	7	7	4	2	6467	6573	6254	2870	3	5	9,34E-04	1	

	2939719	2940261		+	-	SCO2694	hypothetical protein	0	0	0	0	0	0	1525	0	0	0	3	4	0	1	3369	3472	1090	1722	2	4	8,16E-10	1	

2940374	2940382	2941152	2941152	+	-	SCO2695	hypothetical protein	16	24	18	20	31851	39216	39932	41259	19	49	84	77	31	38	77838	63502	46677	49777	42	77	0,03095337	0,098188995	

2941201	2941209	2942201	2942201	+	-	SCO2696	2-hydroxyacid dehydrogenase	21	18	17	22	41782	30456	36902	45371	15	38	70	54	23	35	64273	45012	34551	45969	26	47	0,410689153	0,846268558	

2942809	2942786	2942208	2942201	-	-	SCO2697	hypothetical protein	4	4	8	9	8309	7135	17282	19043	8	22	53	50	12	11	49248	41671	18297	14688	30	53	5,37E-05	3,17E-04	

	2942785	2942904		+	-	SCO2698	small hydrophilic protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	

	2943092	2943364	2943364	+	-	SCO2699	small membrane protein	0	0	0	1	0	160	1802	3256	1	4	11	5	2	3	10686	4400	3854	3849	11	20	1,97E-07	1	

	2944322	2943456		-	-	SCO2700	tyrosinase	0	0	0	0	1184	0	0	1990	0	0	2	3	0	1	2248	2839	774	1312	1	2	0,109904067	1	

	2944875	2944306		-	-	SCO2701	tyrosinase co-factor	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1970	0	515	0	1	1	1	

	2945510	2944995		-	-	SCO2702	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	738	0	0	1	1	

	2945917	2945615		-	-	SCO2703	hypothetical protein	0	0	0	0	0	0	0	1618	0	1	0	0	0	0	501	401	960	0	0	1	0,772819706	1	

	2946828	2946094		-	-	SCO2704	hypothetical protein	0	0	0	0	0	0	0	0	0	0	5	1	1	2	4944	1564	2146	3070	2	3	1	1	

	2947370	2947104		-	-	SCO2705	hypothetical protein	2	0	0	0	4980	1616	0	0	2	6	4	0	1	2	4429	484	2846	3743	5	10	0,274939122	1	

	2947584	2948894		+	-	SCO2706	transferase	1	1	0	0	2242	1737	0	0	0	0	1	0	0	0	925	0	1405	0	0	0	0,056100589	1	

	2948891	2950345		+	-	SCO2707	transferase	1	1	0	0	2766	1946	1129	0	0	1	2	1	0	2	1832	1419	0	2572	0	1	0,582835738	1	

	2950351	2951667		+	-	SCO2708	hypothetical protein	1	2	0	0	3863	3531	1703	0	0	1	4	3	8	4	4271	3009	12097	5981	2	4	0,002158474	1	

	2952033	2953604		+	-	SCO2709	hypothetical protein	0	0	0	0	1592	1303	0	1944	0	0	0	0	1	1	768	467	2791	1986	0	0	0,981274438	1	

	2953648	2954337		+	-	SCO2710	polysaccharide deacetylase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	

	2954348	2955550		+	-	SCO2711	glycosyl transferase	0	0	0	0	1757	0	0	0	0	0	0	1	0	0	525	981	0	867	0	0	0,873116497	1	

	2955547	2956266		+	-	SCO2712	hypothetical protein	0	0	0	0	232	0	0	0	0	0	0	1	0	0	157	931	0	0	0	0	2,24E-08	1	

	2956263	2957411		+	-	SCO2713	hypothetical protein	0	0	0	0	1621	0	0	0	0	0	1	3	0	1	964	2529	0	1353	0	1	0,017762359	1	

	2958636	2957449		-	-	SCO2714	hypothetical protein	1	2	0	1	3892	4223	1515	2130	0	2	5	6	5	3	5150	5604	8483	4599	2	5	0,088281886	1	

	2958781	2960079		+	-	SCO2715	hypothetical protein	0	0	0	0	1368	667	0	1981	0	0	1	5	0	0	1112	4147	0	0	0	1	0,894957885	1	

	2960928	2960170		-	-	SCO2716	hypothetical protein	0	2	0	0	1038	3813	0	0	0	1	3	9	2	0	3231	8200	3580	714	3	5	6,45E-04	1	

	2961331	2961104		-	-	SCO2717	small membrane protein	0	0	0	0	834	337	1247	0	0	2	4	3	1	1	3813	2500	1920	1464	5	10	1,54E-04	1	

	2962014	2961619		-	-	SCO2718	hypothetical protein	0	0	1	0	0	868	3446	0	1	2	7	4	0	4	6954	3497	699	6298	6	11	7,30E-06	1	

	2962235	2962678		+	-	SCO2719	hypothetical protein	0	3	0	0	0	5252	0	1181	1	3	15	13	5	2	14018	11383	7770	3726	11	20	5,04E-15	1	

	2964695	2962767		-	-	SCO2720	long-chain fatty acid ligase	0	0	1	0	0	0	2149	0	0	0	0	3	0	1	754	2798	0	1892	0	0	0,060045971	1	

	2966458	2964860		-	-	SCO2721	lipoprotein	2	1	6	1	4970	2694	12795	3200	1	3	10	10	5	1	9598	8295	8236	1335	2	4	0,880987737	1	

	2967589	2966690	2966672	-	-	SCO2722	hypothetical protein	21	30	17	23	41063	50269	37318	47353	19	48	50	63	25	16	46016	51912	37617	21771	24	43	0,355539137	0,753837991	

2970186	2970186	2967586		-	-	SCO2723	ABC transporter ATP-binding protein	51	54	57	39	100650	88440	122105	78807	14	37	121	136	65	83	110896	112736	98306	107311	22	41	0,863585091	1	

	2971884	2970454		-	-	SCO2724	amino acid transporter	7	3	1	2	13658	6234	3991	4958	1	5	34	24	13	10	31879	19790	20814	13563	8	15	1,13E-06	1	

2972223	2972229	2973086	2973200	+	-	SCO2725	lipoprotein	45	70	45	58	89127	115236	97018	117108	48	121	191	237	115	102	175624	195355	174178	131515	106	197	0,037033353	0,114715028	

	2974646	2973144		-	-	SCO2726	methylmalonic acid semialdehyde dehydrogenase	58	55	21	27	115115	89783	45756	55474	20	50	22	37	14	22	20342	31087	22453	28234	9	16	2,57E-20	5,24E-19	

	2975038	2974661		-	-	SCO2727	hypothetical protein	3	5	6	2	6057	8358	12845	4828	8	21	11	7	3	3	10314	5882	5150	4927	9	17	0,125934286	0,323831022	

2975219	2975219	2975617		+	-	SCO2728	hypothetical protein	3	0	1	0	6067	0	2277	260	1	5	10	3	8	5	10052	2856	12701	7101	10	20	1,05E-06	1	

2975704	2975704	2976312	2976324	+	-	SCO2729	acetyltransferase	4	6	1	2	8484	11109	2376	5330	4	11	24	17	12	12	22328	14069	18098	16621	15	29	1,24E-04	6,88E-04	

2976325	2976325	2976630	2976663	+	-	SCO2730	regulator	13	16	16	15	26123	27439	35743	31723	38	98	27	33	16	18	25106	27696	25080	24127	44	83	0,114596707	0,298893328	

2976666	2976666	2978948	2978948	+	-	SCO2731	cation-transporting P-type ATPase	34	28	42	32	67575	46802	90145	65661	11	29	84	87	49	55	77542	71926	74939	71836	17	32	0,930328857	1	

	2979586	2978987		-	-	SCO2732	hypothetical protein	0	0	1	0	0	0	2495	167	0	1	2	2	2	0	2625	2280	4176	193	2	3	0,001403768	1	

	2980422	2979583		-	-	SCO2733	hypothetical protein	3	0	1	2	6358	0	2674	4716	1	4	0	3	1	3	0	2910	1995	4476	1	2	0,071037748	1	

2980547	2980558	2981592	2981592	+	-	SCO2734	LysR family transcriptional regulator	4	10	13	9	7805	17239	28325	18187	6	17	54	41	22	19	50088	34013	34380	24929	18	34	9,92E-04	0,004612723	

2981644	2981644	2982126	2982126	+	-	SCO2735	hypothetical protein	6	15	7	12	12115	25291	16915	25016	16	41	47	43	15	24	43248	35863	23606	31222	38	69	0,025188812	0,082184973	

