Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts wildtype Replicate 1	Raw Counts wildtype Replicate 2	Raw Counts wildtype Replicate 3	Raw Counts wildtype Replicate 4	Normalized Counts wildtype Replicate 1	Normalized Counts wildtype Replicate 2	Normalized Counts wildtype Replicate 3	Normalized Counts wildtype Replicate 4	RPKM wildtype	Expression wildtype	Raw Counts novo10 Replicate 1	Raw Counts novo10 Replicate 2	Normalized Counts novo10 Replicate 1	Normalized Counts novo10 Replicate 2	RPKM novo10	Expression novo10	pValue wildtype vs novo10	qValue wildtype vs novo10

	4496497	4498032		+	-	SCO4097	amino acid/metabolite permease	0	0	2	2	0	1061	5674	4558	0	1	8	2	10951	4479	1	5	0,062170487	1

	4498869	4498219		-	-	SCO4098	acetyltransferase	6	8	3	5	13455	14230	7328	11182	7	17	13	8	16359	13768	7	23	0,806570344	1

4499009	4499009	4499689	4499689	+	-	SCO4099	tetR family transcriptional regulator	4	8	6	14	8659	13788	14677	28681	9	24	19	14	24159	22796	11	34	0,571614345	1

	4499727	4500119		+	-	SCO4100	hypothetical protein	1	2	2	3	2611	4834	4932	7368	4	12	2	1	3627	2033	2	7	0,188490745	1

	4500126	4500524		+	-	SCO4101	hypothetical protein	1	2	3	2	2514	4609	7962	5563	5	12	4	2	5988	4105	4	12	0,616098843	1

	4501464	4500505		-	-	SCO4102	MerR family transcriptional regulator	3	1	2	3	7504	2807	6120	6744	2	6	8	8	10377	13477	4	12	0,163853417	1

	4502795	4501524		-	-	SCO4103	peptidase	9	17	14	17	19017	28903	30206	35928	8	22	27	16	34406	25571	8	23	0,739649936	1

	4503476	4502820		-	-	SCO4104	hypothetical protein	2	0	1	3	4834	957	2753	6493	2	5	2	3	3269	5366	2	6	0,827818715	1

	4503887	4504207		+	-	SCO4105	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1

	4504259	4505389		+	-	SCO4106	bifunctional enzyme deaminase/reductase	10	3	4	10	20299	6250	10260	21871	4	12	12	11	15735	17659	4	14	0,958769455	1

	4505576	4506940		+	-	SCO4107	hypothetical protein	1	1	1	4	3349	1689	2931	8782	1	3	27	7	34283	11000	5	16	2,67E-06	1

4507141	4507333	4508376	4508376	+	-	SCO4108	peptidase	38	51	121	56	76050	83179	257165	113461	48	126	158	66	194499	103860	49	142	0,631767609	1

	4508515	4509459		+	-	SCO4109	oxidoreductase	13	15	10	7	26609	25653	22957	15294	9	23	27	16	34276	25709	10	31	0,732076712	1

4510884	4510875	4509484	4509393	-	-	SCO4110	hypothetical protein	26	24	25	26	51684	40479	54115	53353	13	35	62	37	76582	58237	16	48	0,714471183	1

4511700	4511700	4510885	4510885	-	trmB	SCO4111	tRNA (guanine-N(7)-)-methyltransferase	16	16	27	32	32754	26071	57294	65847	21	55	58	52	72527	82478	31	94	0,236780863	1

	4511815	4512225		+	-	SCO4112	hypothetical protein	2	3	6	3	5814	5727	13915	6149	7	19	10	6	13195	9922	9	28	0,596944042	1

4513591	4513591	4512311	4512310	-	-	SCO4113	hydroxyglutarate oxidase	77	113	101	100	151373	184208	215063	202065	57	146	312	183	383998	287004	89	261	0,388883396	1

4515107	4515083	4513662	4513661	-	-	SCO4114	sporulation associated protein	95	82	56	65	186079	133947	119282	133035	39	100	151	136	186248	214433	46	140	0,800481687	1

4515767	4515796	4517919	4517919	+	-	SCO4115	hypothetical protein	162	184	138	140	317221	300104	294562	284314	55	140	326	265	401693	415725	64	192	0,68271035	1

	4517925	4521269		+	-	SCO4116	AfsR-like regulatory protein	49	61	54	44	97262	100683	115014	90399	11	30	96	71	118226	112453	11	34	0,708044356	1

	4523319	4521256		-	-	SCO4117	hypothetical protein	7	9	14	12	13882	15984	30078	24737	3	10	47	30	58652	48046	8	25	0,010869878	0,303132335

4524474	4524395	4523502	4523502	-	-	SCO4118	TetR family transcriptional regulator	12	20	21	17	23958	33810	46588	35407	15	39	68	42	83695	67242	28	84	0,043629755	0,618133873

	4524821	4526149		+	-	SCO4119	NADH dehydrogenase	1	3	7	3	2679	4995	16232	7628	2	5	8	3	10253	5710	2	6	0,687960205	1

	4526332	4527990		+	-	SCO4120	hypothetical protein	7	4	1	2	15483	7062	3575	5712	1	4	8	7	10568	11948	2	6	0,658942378	1

4529327	4529322	4528045	4527985	-	-	SCO4121	hypothetical protein	28	31	80	62	54751	50390	170189	126421	30	78	515	234	634351	367082	134	391	7,68E-13	3,04E-10

4529468	4529468	4530016	4530016	+	-	SCO4122	MarR family transcriptional regulator	21	49	48	49	42656	80347	101970	100669	58	148	130	90	159981	141418	92	274	0,136824075	0,93712449

	4536530	4535862		-	-	SCO4123	two-component system response regulator	2	7	1	7	4708	11865	2683	14531	5	12	4	4	5253	6834	2	9	0,216137176	1

	4537897	4536527		-	-	SCO4124	two-component sensor kinase	2	4	3	0	4533	6877	7180	586	1	3	6	1	8529	2927	1	4	0,875264655	1

	4537923	4538456		+	-	SCO4125	acetyltransferase	15	11	21	11	30200	18582	44726	23667	21	54	45	11	55865	17353	24	68	0,863625546	1

4539991	4539991	4538504	4538504	-	-	SCO4126	hypothetical protein	39	52	33	39	76400	85383	71793	80379	20	52	78	59	96328	93616	21	63	0,909518892	1

4541480	4541480	4540065	4540060	-	-	SCO4127	ATP/GTP-binding protein	46	61	48	58	90398	100514	103387	118392	28	72	83	61	102428	96124	23	70	0,314618975	1

4543048	4543034	4541493	4541481	-	-	SCO4128	hypothetical protein	77	115	38	68	150694	187394	80657	137473	36	90	102	103	125803	162686	30	93	0,442506233	1

4544331	4544311	4543049	4543049	-	-	SCO4129	hypothetical protein	57	69	31	36	112484	112130	66237	73765	28	72	73	71	90203	112055	26	80	0,663589771	1

4545182	4545170	4544370	4544332	-	-	SCO4130	hypothetical protein	64	75	66	78	126046	122781	140873	157475	66	170	116	122	142768	191896	68	208	0,824099727	1

4545672	4545646	4545338	4545338	-	-	SCO4131	hypothetical protein	32	43	53	41	63207	70090	113835	83654	104	267	44	49	54647	77371	70	213	0,110805385	0,856882931

4546029	4546029	4547051	4547051	+	-	SCO4132	transglycosylase	61	92	53	48	119959	150583	113310	98567	46	117	111	105	137533	164681	48	147	0,923575035	1

4547118	4547257	4547973	4548011	+	-	SCO4133	hypothetical protein	198	221	203	261	386622	359424	432177	528263	232	595	393	298	483621	468106	222	663	0,177873565	1

4549561	4549560	4547977	4547892	-	-	SCO4134	lipoprotein	126	149	77	75	246374	242957	164078	152935	50	127	135	62	166959	98333	28	83	0,00951763	0,275776829

	4550161	4551054		+	-	SCO4135	lipoprotein	3	2	0	0	7436	3354	1871	1879	1	4	4	3	5420	6008	2	6	0,544504676	1

4551685	4551683	4551282	4551200	-	-	SCO4136	hypothetical protein	25	27	30	22	50538	44212	63929	46385	49	127	38	14	47163	22956	30	87	0,078685995	0,741920146

4551836	4551891	4552511	4552511	+	-	SCO4137	hypothetical protein	67	97	102	89	130967	158868	216757	180928	108	276	93	79	115234	125043	64	193	0,020989808	0,435298791

4552512	4552519	4553517	4553538	+	-	SCO4138	phosphate transport protein	97	151	133	134	190544	246432	283093	270778	97	247	159	129	195920	203707	66	200	0,066556054	0,705280329

4554413	4554413	4553637	4553637	-	-	SCO4139	phosphate transporter ATP-binding protein	5	4	13	2	10406	7424	29325	4549	6	16	12	8	15142	13638	6	18	0,922436417	1

	4555531	4554467	4554467	-	-	SCO4140	phosphate ABC transporter permease	3	9	31	10	7688	15557	66207	21164	9	25	16	13	19721	21106	6	19	0,194241655	1

4556538	4556538	4555528		-	-	SCO4141	phosphate ABC transporter permease	5	9	24	7	10377	14833	51351	15285	8	22	20	15	25024	24806	8	24	0,859380561	1

4557853	4557819	4556707	4556539	-	-	SCO4142	phosphate-binding protein	21	29	48	19	41714	47558	103624	39938	20	52	53	33	66285	52411	18	53	0,531266416	1

	4558549	4558121		-	-	SCO4143	mutT-like protein	1	0	4	0	2135	1391	10161	1488	3	8	4	1	6069	1926	3	9	0,567692952	1

	4559762	4558596		-	-	SCO4144	hypothetical protein	11	12	4	5	22813	19821	9279	10233	5	13	11	16	13541	26473	5	17	0,786529802	1

4562289	4562289	4559965	4559965	-	-	SCO4145	polyphosphate kinase	99	108	53	66	193806	175907	112330	134449	26	66	140	74	172503	116665	21	62	0,260978398	1

	4563131	4563673		+	-	SCO4146	ECF family RNA polymerase sigma factor	0	7	1	1	1854	11447	3545	3349	3	9	10	6	12348	9578	6	20	0,141853066	1

	4563670	4564533		+	-	SCO4147	hypothetical protein	1	2	3	8	2058	4030	7467	17778	3	9	7	2	8776	3470	2	7	0,312777644	1

	4564580	4565449		+	-	SCO4148	ABC transporter ATP-binding protein	8	9	2	4	15668	15405	4813	8893	5	12	14	12	17836	20113	7	21	0,366534777	1

	4565446	4566975		+	-	SCO4149	ABC transporter	11	13	17	6	22075	21414	36743	12782	5	15	19	15	23646	24294	5	15	0,751116789	1

	4566999	4567619		+	-	SCO4150	ABC transporter	3	1	4	3	7018	2308	8675	6205	3	9	9	5	11594	8156	5	15	0,463457678	1

4568591	4568591	4567662	4567565	-	-	SCO4151	acetyltransferase	64	88	40	65	125036	143262	85560	132384	51	130	76	48	94487	76775	31	92	0,020577978	0,430032382

4568800	4568800	4570638	4570638	+	-	SCO4152	5'-nucleotidase	73	72	30	32	143665	118461	65029	66080	21	53	89	70	109517	109739	19	59	0,657901336	1

	4571188	4570805		-	-	SCO4153	hypothetical protein	5	6	9	8	11047	11012	21174	16475	15	38	9	3	11149	5228	7	21	0,051331932	0,64035606

	4571295	4571696		+	-	SCO4154	hypothetical protein	2	3	2	2	4543	5944	5922	5563	5	13	0	1	1124	2966	1	5	0,048234255	1

	4573116	4571671		-	-	SCO4155	two-component system sensor	8	19	9	9	16377	31751	20154	18690	6	15	29	11	36007	18324	6	18	0,840402448	1

	4573859	4573113		-	-	SCO4156	two-component systen response regulator	13	16	11	18	26162	26755	23521	38254	15	38	28	12	35037	20327	12	37	0,581574847	1

	4574991	4573948		-	-	SCO4157	protease	3	8	9	5	6445	13739	20243	11387	4	12	15	8	19184	12774	5	15	0,893784283	1

4576134	4576134	4575112	4575112	-	-	SCO4158	LacI-family regulatory protein	82	90	105	74	161528	147671	224215	150907	65	167	161	112	198776	176721	61	183	0,54869324	1

4577160	4576980	4576177	4576167	-	-	SCO4159	transcriptional regulator	106	142	72	79	208426	231405	152659	161382	93	234	211	125	260321	197133	96	284	0,738421467	1

4577223	4577223	4578059		+	-	SCO4160	hydrolase	12	18	13	19	24308	30536	27958	38636	14	36	28	19	34864	30035	13	38	0,77373943	1

4578085	4578096	4578350	4578350	+	-	SCO4161	molybdopterin converting factor	73	63	73	74	143520	103129	155145	150320	210	541	183	169	225933	266294	320	965	0,2839837	1

4578351	4578354	4579667	4579667	+	-	SCO4162	hypothetical protein	95	98	67	102	187156	159665	144032	206372	52	132	125	111	154134	174589	41	125	0,249422228	1

4579813	4579824	4580561	4580677	+	-	SCO4163	hypothetical protein	46	45	37	48	91253	73622	79746	98297	45	116	52	43	64110	68641	29	89	0,084167594	0,764998231

4580971	4580995	4581840	4581840	+	-	SCO4164	thiosulfate sulfurtransferase	51	80	73	34	99572	131526	154947	68731	52	134	113	58	140197	90979	46	136	0,405332745	1

4581845	4581874	4582161	4582161	+	-	SCO4165	hypothetical protein	19	37	28	16	37171	60333	59898	33482	65	165	59	25	73479	39729	67	196	0,990363133	1

4582226	4582226	4582519	4582534	+	-	SCO4166	hypothetical protein	3	7	8	6	6834	12573	17559	14112	17	43	11	12	13819	18935	18	55	0,823333398	1

	4583216	4582548		-	-	SCO4167	TetR family transcriptional regulator	11	7	6	10	21570	11970	14439	21220	10	25	8	9	10191	14517	6	18	0,234281261	1

	4583238	4584065		+	-	SCO4168	oxidoreductase	1	3	0	2	2582	6491	0	4298	1	4	7	8	8739	13209	4	13	0,016325695	1

	4584106	4584870		+	-	SCO4169	oxidoreductase	2	1	0	6	4640	2630	1416	12242	2	6	5	1	6168	2622	2	5	0,346019095	1

4584935	4584935	4585840		+	-	SCO4170	hypothetical protein	18	27	27	19	35899	44453	58056	39296	19	49	37	22	46217	35899	15	45	0,457627484	1

	4585837	4586589		+	-	SCO4171	hypothetical protein	17	22	15	24	33491	37197	33841	49576	20	51	33	24	41359	38192	17	52	0,685910071	1

	4586586	4587461		+	-	SCO4172	hypothetical protein	20	12	12	23	39724	20601	25601	46636	14	37	25	14	31353	22758	10	30	0,297334813	1

4587829	4587828	4587481	4587373	-	-	SCO4173	hypothetical protein	71	71	47	59	139335	115775	100178	120494	134	341	65	70	80747	109892	90	273	0,0815298	0,750040031

	4588123	4587872		-	-	SCO4174	hypothetical protein	1	0	0	0	2446	16	1178	0	1	3	1	0	1279	0	0	2	0,517950171	1

	4588512	4588120		-	-	SCO4175	hypothetical protein	1	0	0	0	2941	0	0	0	0	1	0	0	871	0	0	1	0,430206311	1

4588585	4588684	4589526	4589526	+	-	SCO4176	hypothetical protein	24	42	16	24	48674	68473	33970	48534	23	59	46	30	56711	47251	20	61	0,646843663	1

4589527	4589532	4589801	4589843	+	-	SCO4177	hypothetical protein	92	101	55	74	180662	164274	118490	151000	224	568	98	78	121025	122612	150	451	0,074250885	0,731615223

4589846	4589846	4589944	4589969	+	-	SCO4178	small membrane protein	115	128	65	82	224638	208334	139803	167020	738	1868	138	110	170568	173159	580	1735	0,211754456	1

4589970	4589970	4590545	4590545	+	-	SCO4179	hypothetical protein	405	498	358	400	790923	810699	759542	808828	541	1375	494	419	607614	657640	366	1098	0,008694972	0,267092544

4590549	4590561	4590998	4590998	+	-	SCO4180	iron uptake regulatory protein	151	203	171	177	295747	330979	362880	357419	301	768	284	253	349536	396842	283	852	0,254763758	1

4590999	4591019	4591984	4592158	+	-	SCO4181	hypothetical protein	193	197	118	149	378205	321703	252124	300948	127	324	239	200	294690	313492	105	314	0,126199149	0,907722925

	4592436	4592011		-	-	SCO4182	D-tyrosyl-tRNA(Tyr) deacylase	2	3	6	5	5193	4939	14222	12084	8	21	4	3	4932	5412	4	12	0,093808356	0,811119662

4593484	4593478	4592459	4592459	-	-	SCO4183	transposase	16	21	13	14	32657	35491	28216	29072	12	30	49	27	61384	42534	17	50	0,306821017	1

4593660	4593681	4594349	4594465	+	-	SCO4184	aerial mycelium formation protein	156	177	95	138	305562	288770	202743	280463	158	402	139	128	171044	201406	92	278	0,01289317	0,332866589

4594466	4594466	4595476	4595519	+	-	SCO4185	hypothetical protein	134	129	82	90	262256	210916	174893	182770	80	205	177	135	218275	212674	71	213	0,365665252	1

4595605	4595605	4596861	4596862	+	-	SCO4186	hypothetical protein	90	79	72	63	176225	128662	153283	127397	45	116	107	72	131619	113645	32	97	0,115434288	0,87236473

4597289	4597225	4597040	4596921	-	-	SCO4187	hypothetical protein	19	35	56	45	38161	58386	119976	91766	160	414	130	103	160482	162258	290	867	0,04528861	0,623180741

4597379	4597379	4598290	4598331	+	-	SCO4188	GntR family transcriptional regulator	35	27	23	24	69012	45475	50193	48609	22	58	61	36	75611	57663	24	73	0,945806475	1

4598488	4598488	4598300		-	-	SCO4189	hypothetical protein	0	1	0	0	0	2003	2050	483	2	6	8	3	9962	4754	13	38	4,38E-05	0,004704071

4598629	4598629	4599504		+	-	SCO4190	GntR family transcriptional regulator	37	56	28	36	74128	91665	60671	74248	34	85	44	38	54517	60614	21	65	0,09548468	0,811654159

	4599453	4600274	4600274	+	-	SCO4191	hydrolase	10	14	23	22	20803	24004	50658	44459	16	42	27	13	33807	20915	11	33	0,234909753	1

4600336	4600336	4601412	4601412	+	-	SCO4192	hypothetical protein	8	18	22	12	15794	30078	47113	24783	10	27	33	19	40859	30739	11	33	0,926561739	1

	4601497	4602498		+	-	SCO4193	ATP/GTP-binding membrane protein	3	4	6	1	6989	7746	13865	3451	3	7	9	5	11668	8974	3	10	0,848802045	1

	4602491	4603132	4603132	+	-	SCO4194	TetR family transcriptional regulator	12	19	14	19	24211	32298	30048	40338	19	49	16	12	20296	19814	10	31	0,071385722	0,721896947

	4603165	4605207		+	-	SCO4195	ATP/GTP binding protein	4	1	3	1	7999	3040	7398	3256	1	2	3	7	4826	11864	1	4	0,581547246	1

4606479	4606479	4605265	4605265	-	-	SCO4196	organophosphate acid anhydrase	27	46	30	46	54509	74949	64246	93059	23	59	38	41	47861	65316	15	46	0,121794009	0,900614341

4606581	4606581	4607048	4607048	+	-	SCO4197	MarR family regulatory protein	10	11	17	11	20949	19169	36297	22420	20	52	22	12	27997	20327	17	51	0,635684589	1

4607362	4607362	4607787	4607803	+	-	SCO4198	DNA-binding protein	233	249	111	135	455635	404786	237090	273197	318	804	280	245	345061	384680	285	856	0,202074571	1

4607810	4607810	4608451	4608468	+	-	SCO4199	hypothetical protein	495	468	239	325	967139	762046	506586	656461	443	1126	508	431	624876	676821	337	1013	0,026848009	0,49012894

4608469	4608559	4608900	4609103	+	-	SCO4200	hypothetical protein	93	117	91	88	181623	191078	194513	177932	214	544	90	60	111415	95267	101	302	9,26E-04	0,054480603

	4610672	4609038		-	-	SCO4201	hypothetical protein	15	12	24	15	29346	19853	52877	31640	7	20	28	24	35605	38261	7	22	0,854102367	1

	4611975	4610815		-	-	SCO4202	hypothetical protein	14	12	12	19	29123	19668	26077	38645	9	24	31	17	39326	27199	9	28	0,984307439	1

	4612988	4612173		-	-	SCO4203	hypothetical protein	2	6	1	12	4397	10441	3476	24476	5	13	15	7	19153	11772	6	18	0,634889783	1

	4613136	4614626		+	-	SCO4204	glycosyltransferase	14	12	10	16	27744	20456	21293	32458	6	17	34	22	42818	35647	8	26	0,431371	1

	4614619	4615125	4615265	+	-	SCO4205	hypothetical protein	44	42	29	19	86098	69262	62721	39575	49	127	46	18	56928	28285	29	84	0,036496321	0,562175816

4615969	4615969	4615154		-	-	SCO4206	AraC family transcription regulator	7	19	6	7	13707	30914	12746	14382	8	21	13	14	16959	21970	7	23	0,867266879	1

4616019	4616019	4616486		+	-	SCO4207	hypothetical protein	10	3	4	5	19687	5968	10171	11452	9	25	8	6	10735	10641	7	22	0,526539773	1

	4617858	4616569		-	-	SCO4208	integral membrane transport protein	2	1	4	6	4679	3008	10012	12903	2	5	10	5	13510	9173	3	8	0,576934581	1

4618020	4618020	4618781	4618791	+	gpmA	SCO4209	phosphoglyceromutase	564	727	363	459	1101359	1181875	769386	927463	517	1305	606	548	745871	860087	350	1053	0,011494251	0,312025012

	4619375	4618881		-	-	SCO4210	hypothetical protein	7	3	7	4	14056	5783	15747	9126	8	22	5	4	6576	6276	4	12	0,079766921	0,745855124

	4620040	4619432		-	-	SCO4211	integrase, partial CDS	2	1	0	0	3941	2566	0	0	1	2	3	4	4437	6268	2	8	0,041447365	1

	4620305	4620667		+	-	SCO4212	hypothetical protein	3	5	3	5	7455	8921	8269	10103	9	23	5	4	6681	6345	6	17	0,256584313	1

	4621091	4622725		+	-	SCO4213	hypothetical protein	13	14	11	10	26958	23127	23581	22122	5	14	12	9	15754	14234	3	9	0,087298387	1

4623613	4623433	4622993	4622536	-	-	SCO4214	AbaA-like regulatory protein	547	680	477	543	1068313	1106153	1012756	1097850	956	2429	779	612	959227	959139	728	2175	0,036536061	0,562175816

4623752	4623766	4624524	4624578	+	-	SCO4215	GntR family transcriptional regulator	282	321	326	358	551101	522636	692710	723230	319	820	453	313	558096	491071	232	691	0,011713914	0,313817677

	4624796	4624587		-	-	SCO4216	hypothetical protein	1	0	0	0	3077	0	1852	260	2	6	0	2	877	4242	3	12	0,872124691	1

	4625816	4624932		-	-	SCO4217	hypothetical protein	9	17	13	10	18939	28742	27612	22113	10	27	15	14	18943	22689	7	23	0,395252924	1

4625967	4625975	4626166	4626202	+	-	SCO4218	small hydrophilic protein	22	27	8	16	43588	44179	17856	32412	71	179	41	31	51291	50087	88	264	0,527381551	1

4626394	4626394	4627158	4627158	+	-	SCO4219	dienelactone hydrolase family hydrolase	11	8	6	16	22279	14021	14519	33649	10	27	19	13	23992	21741	10	29	0,8624928	1

4627767	4627767	4627348	4627348	-	-	SCO4220	hypothetical protein	9	8	6	7	19211	13997	13221	15945	14	37	6	14	8046	22467	11	36	0,675593156	1

4628248	4628248	4627832	4627782	-	-	SCO4221	hypothetical protein	12	17	17	16	23861	28251	37525	33714	28	73	24	14	30327	23400	21	64	0,400595532	1

4628348	4628357	4628737	4628818	+	-	SCO4222	hypothetical protein	7	9	17	13	14357	16056	36149	27928	23	62	31	18	38967	28904	30	89	0,56136774	1

4629655	4629652	4628765	4628722	-	-	SCO4223	AraC family transcription regulator	13	18	13	13	26065	30086	28711	27444	12	31	28	25	34616	39660	13	41	0,736306785	1

4630994	4630989	4629724	4629724	-	-	SCO4224	hypothetical protein	72	78	52	51	141665	128083	110933	103525	37	95	128	88	157948	137971	39	116	0,858263367	1

4631484	4631465	4631073	4631073	-	-	SCO4225	hypothetical protein	85	117	54	29	167624	190789	114687	59391	135	338	301	92	370420	144744	229	655	0,16876193	1

4631858	4631849	4631601	4631601	-	-	SCO4226	hypothetical protein	8	14	3	8	16571	22934	7150	16568	25	63	19	9	24116	15098	26	78	0,862739601	1

4632216	4632216	4631977	4631977	-	-	SCO4227	hypothetical protein	26	32	13	10	51082	52666	28721	21350	63	160	38	19	47008	31335	55	163	0,658493761	1

4632998	4632984	4632295	4632246	-	-	SCO4228	phosphate transport system regulator	45	59	34	32	89583	96331	72486	66582	46	117	77	62	95525	97851	46	140	0,865364381	1

4633199	4633199	4634479	4634479	+	-	SCO4229	sensor kinase	110	152	126	130	215066	248218	267673	263205	76	194	200	162	246063	254919	65	195	0,265564361	1

4634480	4634485	4635156	4635194	+	-	SCO4230	response regulator	51	69	51	51	100194	112991	109794	104763	62	159	88	78	109419	122804	57	172	0,557728644	1

4636101	4636042	4635317	4635240	-	-	SCO4231	lipoprotein	316	384	258	341	618172	624696	547380	689115	336	853	331	280	407416	439683	194	583	0,00101719	0,0573204

4636730	4636744	4637226	4637260	+	-	SCO4232	transcriptional factor regulator	925	1186	798	889	1806814	1927294	1692720	1795534	1473	3738	2107	1952	2592082	3060499	1941	5851	0,549507709	1

4637540	4637542	4638354		+	ispD	SCO4233	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	22	41	33	41	44238	68120	71357	83579	32	82	110	84	135556	132008	55	164	0,071386599	0,721896947

	4638344	4638856	4638856	+	ispF	SCO4234	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	20	17	13	14	39374	27986	28255	30160	23	61	40	25	49307	40149	29	87	0,588622099	1

4638870	4638881	4640722	4640733	+	cysS	SCO4235	cysteinyl-tRNA synthetase	223	258	291	242	436180	419266	617648	490389	103	266	355	279	437311	438552	79	237	0,023428886	0,458397565

4640855	4640855	4641799	4641886	+	-	SCO4236	tRNA/rRNA methyltransferase	46	53	61	62	91156	86324	131088	125639	44	114	73	39	90815	62395	27	81	0,021031344	0,435298791

	4641923	4643638		+	-	SCO4237	hypothetical protein	14	9	9	12	27414	14801	20818	24988	4	12	24	13	30716	20717	5	14	0,979180077	1

4644464	4644464	4643727	4643727	-	-	SCO4238	guanyltransferase	45	37	36	40	89476	61732	78023	80891	40	105	31	21	38714	33391	16	48	5,58E-04	0,037058714

	4644952	4644506		-	-	SCO4239	small membrane protein	6	5	4	1	12901	8824	9973	3600	7	19	7	3	8739	4839	5	15	0,281387635	1

4646379	4646311	4645175	4645169	-	-	SCO4240	ABC transporter ATP-binding protein	269	332	238	258	526832	539972	505466	522671	181	460	372	291	457669	456532	134	402	0,016620748	0,385690405

	4648308	4646671		-	-	SCO4241	proteinase	4	3	1	0	9610	4890	3902	1674	1	3	11	10	14301	17124	3	9	0,011097365	1

	4649833	4648427	4648350	-	-	SCO4242	hypothetical protein	77	98	45	67	151781	159609	95374	136040	38	96	126	120	156069	189113	40	122	0,927956878	1

	4650402	4649830		-	-	SCO4243	hypothetical protein	29	18	16	20	57130	30544	34970	41622	27	71	48	42	60154	67296	37	111	0,39334402	1

	4652357	4650399		-	-	SCO4244	hypothetical protein	110	150	78	102	216338	244155	166574	206102	42	106	238	161	292855	252794	46	139	0,808815646	1

4652809	4652809	4652357		-	-	SCO4245	hypothetical protein	29	33	22	25	56596	54846	48172	51567	45	116	62	53	76600	84473	59	177	0,466346173	1

	4654775	4652844	4652828	-	-	SCO4246	hypothetical protein	219	197	115	145	427657	320521	244448	293692	65	166	333	284	410766	445348	73	221	0,577912883	1

4655525	4655497	4654775		-	-	SCO4247	hypothetical protein	101	120	45	82	198602	195092	96117	165745	90	226	185	144	227799	227115	105	314	0,83665285	1

4656063	4655948	4655526	4655526	-	-	SCO4248	hypothetical protein	35	42	26	30	68954	68827	56551	61503	59	151	92	63	113535	99166	84	251	0,301547301	1

	4656193	4656891		+	-	SCO4249	hypothetical protein	2	0	0	0	5213	112	0	1014	0	2	1	0	1409	0	0	1	0,524864331	1

	4656901	4660236		+	-	SCO4250	hypothetical protein	6	5	2	3	12416	9484	5070	6856	1	2	9	11	12231	17559	1	4	0,328317364	1

	4660813	4660280	4659706	-	-	SCO4251	hypothetical protein	332	378	283	275	648742	615421	601772	556200	445	1133	643	537	791372	842129	510	1529	0,478034867	1

4661262	4661262	4660813		-	-	SCO4252	hypothetical protein	458	605	286	358	894466	984643	607398	722802	708	1782	721	636	887948	996942	696	2094	0,238560829	1

4662941	4662919	4661315	4661263	-	-	SCO4253	hypothetical protein	1140	1281	679	835	2224686	2081594	1441150	1685747	457	1157	1691	1367	2080982	2142856	439	1315	0,405851807	1

4663249	4663249	4666119	4666153	+	-	SCO4254	hypothetical protein	78	89	56	52	153781	145370	119986	106930	18	45	148	127	182138	200275	22	66	0,693598549	1

4666257	4666257	4666985	4667075	+	-	SCO4255	hypothetical protein	38	37	35	29	75759	60172	75269	59038	36	92	69	56	85253	89312	39	119	0,935489135	1

4667076	4667076	4668515	4668590	+	-	SCO4256	hydrolytic protein	327	433	250	273	639831	704722	531712	552451	166	421	616	539	757787	846097	185	556	0,429066799	1

4668591	4668591	4670033	4670052	+	-	SCO4257	hydrolytic protein	291	386	285	291	569439	628010	605813	588761	163	414	735	657	904140	1031152	222	670	0,974176289	1

4670132	4670132	4671589	4671659	+	-	SCO4258	hydrolytic protein	456	548	379	363	889903	890692	805318	734821	224	569	789	743	970512	1164467	242	732	0,390931229	1

4673686	4673686	4671614	4671545	-	-	SCO4259	ATPase AAA	62	77	77	77	122667	126160	163246	156740	26	68	154	115	190105	181492	30	89	0,997569526	1

4674562	4674369	4673692	4673690	-	-	SCO4260	hypothetical protein	97	108	82	96	189835	175955	174299	194101	106	270	188	141	232082	221038	112	334	0,800641976	1

4675318	4675222	4674563	4674563	-	-	SCO4261	response regulator	397	401	228	280	775536	651757	483341	566452	369	938	496	468	610964	733537	337	1018	0,123884532	0,904658971

4675230	4675239	4675586		+	-	SCO4262	hypothetical protein	14	14	13	11	27783	23465	28394	23285	28	73	26	15	32744	23966	27	81	0,856721575	1

	4675583	4679338	4679593	+	-	SCO4263	transcriptional regulator	1329	1332	721	968	2594757	2165376	1530048	1954321	216	548	1730	1341	2128807	2102843	188	563	0,250680572	1

4680236	4680236	4679364	4679364	-	-	SCO4264	aminoglycoside phosphotransferase	5	8	18	7	10872	13627	38149	15359	8	22	39	19	48244	31327	15	45	0,087497217	0,782875961

	4681806	4680295		-	-	SCO4265	transport integral membrane protein	6	4	3	8	12134	6829	8467	16410	2	7	15	7	18961	12200	3	10	0,661446135	1

