Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts wildtype Replicate 1	Raw Counts wildtype Replicate 2	Raw Counts wildtype Replicate 3	Raw Counts wildtype Replicate 4	Normalized Counts wildtype Replicate 1	Normalized Counts wildtype Replicate 2	Normalized Counts wildtype Replicate 3	Normalized Counts wildtype Replicate 4	RPKM wildtype	Expression wildtype	Raw Counts TopA_overexpression Replicate 1	Raw Counts TopA_overexpression Replicate 2	Raw Counts TopA_overexpression Replicate 3	Normalized Counts TopA_overexpression Replicate 1	Normalized Counts TopA_overexpression Replicate 2	Normalized Counts TopA_overexpression Replicate 3	RPKM TopA_overexpression	Expression TopA_overexpression	pValue wildtype vs TopA_overexpression	qValue wildtype vs TopA_overexpression

	3614592	3614368		-	-	SCO3265	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	3,31E-25	1

	3614792	3614589		-	-	SCO3266	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	1	1

	3614834	3615034		+	-	SCO3267	hypothetical protein	0	0	0	0	0	0	0	1460	0	1	0	0	0	482	0	0	0	0	0,082991926	1

	3615400	3615122		-	-	SCO3268	hypothetical protein	0	1	0	0	0	1850	0	0	0	1	0	0	0	0	0	0	0	0	1	1

3615480	3615480	3616235	3616235	+	-	SCO3269	GntR family transcriptional regulator	5	8	7	11	10707	13112	14865	22578	7	20	39	16	16	32540	17825	33627	15	37	0,028172785	0,267225271

3616236	3616286	3616798	3616941	+	-	SCO3270	hypothetical protein	4	8	8	7	9474	13353	17807	14457	10	26	16	10	7	13833	11130	15753	10	26	0,775137189	1

	3617075	3617377		+	-	SCO3271	dehydrogenase	0	1	1	2	1679	2324	2961	5758	4	10	1	2	0	1546	3289	0	2	5	0,04026011	1

	3617980	3617612		-	-	SCO3272	DNA-binding protein	0	3	0	0	1844	5872	762	1153	2	6	0	1	1	727	1819	3152	1	5	0,343343432	1

3618213	3618213	3618479		+	-	SCO3273	hypothetical protein	11	18	25	17	22725	29901	53788	34514	51	131	35	19	16	28864	21425	32558	42	103	0,332017816	1

	3618476	3618922	3618922	+	-	SCO3274	hypothetical protein	13	22	24	9	27162	37205	52441	19880	29	76	31	24	15	26120	26523	31899	25	63	0,445860757	1

3619503	3619469	3619017	3619017	-	-	SCO3275	MerR family transcriptional regulator	15	13	10	12	30288	21213	22858	25983	21	55	29	22	20	24000	24759	40591	25	65	0,553088319	1

	3619892	3621391		+	-	SCO3276	integral membrane transporter	13	11	12	17	25958	18477	26710	35324	6	17	21	17	13	17904	18716	27491	5	14	0,396200234	1

	3622270	3621404		-	-	SCO3277	phosphotransferase	0	0	1	0	0	0	3704	1907	0	1	13	12	0	10910	13408	1602	4	9	7,73E-10	1

	3622465	3622593		+	-	SCO3278	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	5,53E-50	1

	3622590	3623804		+	-	SCO3279	integral membrane efflux protein	0	0	2	0	0	0	5338	0	0	1	6	3	0	5089	3571	0	1	2	0,115572248	1

	3623801	3624412		+	-	SCO3280	hypothetical protein	0	0	3	2	0	0	7883	4409	1	5	6	2	3	5596	2421	6394	3	7	0,458180391	1

	3624859	3624449		-	-	SCO3281	hypothetical protein	5	5	1	5	11193	8293	2733	10828	7	20	8	3	0	7251	4014	0	4	9	0,009488925	0,116648098

3624986	3625007	3625663	3625663	+	cobH	SCO3282	precorrin-8X methylmutase	8	6	10	11	17037	10634	22234	22216	10	27	48	22	15	40074	24449	32327	20	49	0,025133881	0,246524684

	3626462	3625695	3625695	-	-	SCO3283	cobalt-precorrin-6x reductase	13	16	20	9	27288	27165	43210	19527	14	38	45	24	9	37480	26484	18461	16	35	0,762690165	1

	3626633	3628768		+	-	SCO3284	hypothetical protein	11	11	5	7	21609	18606	12280	15554	3	7	31	20	11	25521	23089	22343	4	11	0,263019319	1

	3634123	3628805		-	-	SCO3285	large glycine/alanine rich protein	94	92	65	93	184982	149923	138754	188975	12	31	322	173	68	264324	190572	138890	16	37	0,334720536	1

3636343	3636242	3634209	3634204	-	-	SCO3286	hypothetical protein	231	302	201	258	452159	491963	427443	522318	91	232	941	436	165	771401	480476	334277	118	259	0,791096061	1

	3636329	3636847		+	-	SCO3287	serine/arginine rich protein	0	0	0	0	796	0	0	1162	0	0	0	0	0	0	0	0	0	0	1	1

	3636856	3637587		+	-	SCO3288	hypothetical protein	2	1	6	4	4611	2493	14400	8456	3	10	1	0	0	1035	0	0	0	0	5,23E-136	1

	3637594	3639204		+	-	SCO3289	large membrane protein	3	1	7	4	6310	2558	15905	9861	2	5	3	2	1	2681	2454	3205	0	1	1,18E-04	1

	3639201	3639950		+	-	SCO3290	hypothetical protein	1	0	5	6	2718	0	12587	12661	3	9	1	0	1	927	1028	2823	0	2	1,61E-07	1

3640143	3640178	3641611	3641611	+	-	SCO3291	regulatory protein	32	39	24	27	63556	63920	51252	55037	16	40	96	57	25	79392	63629	52097	19	45	0,446582556	1

3642251	3642248	3641739	3641687	-	-	SCO3292	hypothetical protein	6	9	8	17	12037	14753	18173	34979	15	39	41	28	15	34045	31576	30501	26	62	0,0732511	0,503492456

	3642811	3642308		-	-	SCO3293	small integral membrane protein	1	2	2	1	2203	3354	6189	3870	3	7	8	1	2	7072	2106	4310	3	8	0,974163997	1

	3644163	3642817		-	-	SCO3294	transferase	2	0	0	7	4601	1174	1406	15796	1	4	12	4	2	10241	5319	5031	2	5	0,858988719	1

	3644935	3644267		-	-	SCO3295	oxidoreductase	2	0	3	0	5135	0	7814	0	1	4	10	3	0	8374	3958	1157	3	6	0,647300715	1

	3646035	3644932		-	-	SCO3296	oxidoreductase	0	2	3	0	0	4400	7725	1060	1	2	9	4	5	8137	5396	11131	2	7	0,026201714	1

3646131	3646131	3646469	3646469	+	-	SCO3297	hypothetical protein	7	3	7	4	14008	6170	16331	9684	13	34	19	2	6	16266	2399	12369	13	30	0,510740799	1

	3646539	3647321	3647321	+	-	SCO3298	oxidoreductase	26	22	14	8	52053	37301	30543	18001	17	44	42	18	10	34515	20745	20304	14	32	0,205534903	0,949944537

3648552	3648548	3647355	3647342	-	-	SCO3299	hypothetical protein	22	34	57	39	44325	56270	121947	80323	24	63	218	173	66	178640	190462	134856	60	140	2,84E-05	7,07E-04

3648648	3648648	3649631	3649670	+	-	SCO3300	hypothetical protein	79	78	109	91	154509	127190	232217	185691	68	177	272	144	51	223542	158442	104497	74	164	0,971080211	1

3649737	3649764	3650615	3650615	+	-	SCO3301	hypothetical protein	98	115	133	117	192631	188198	282371	238161	102	264	231	148	106	189638	162932	215557	90	222	0,626458421	1

3650694	3650705	3652006	3652166	+	-	SCO3302	hypothetical protein	88	108	84	97	171789	176043	178696	197013	54	138	239	161	74	195846	177960	150672	57	134	0,876713213	1

3654056	3654001	3652259	3652250	-	lysK	SCO3303	lysyl-tRNA synthetase	249	283	235	240	486146	460638	499039	484724	108	276	462	421	209	378831	463950	422557	99	241	0,498267654	1

3654156	3654175	3655935	3655935	+	argS	SCO3304	arginyl-tRNA synthetase	183	203	192	223	358984	331357	407180	450255	85	219	447	271	164	366465	299231	332932	79	189	0,563434648	1

3656042	3656071	3657396	3657474	+	-	SCO3305	hypothetical protein	26	35	33	40	52635	57147	71595	81263	19	49	49	48	18	40482	53101	37946	13	33	0,115917818	0,677761014

	3658543	3657329		-	-	SCO3306	aminotransferase	14	9	9	10	27919	15855	20927	20941	6	17	28	22	10	22956	24283	20651	7	18	0,875383886	1

3659555	3659537	3658635	3658635	-	-	SCO3307	hypothetical protein	39	51	29	31	77138	84321	61929	63252	31	79	62	81	29	51168	89223	60263	30	74	0,934908278	1

3661058	3661035	3659641	3659641	-	-	SCO3308	DNA-binding protein	77	77	50	56	151257	125299	106695	113443	34	89	118	78	37	97189	86315	76631	26	62	0,258486179	1

3662049	3661555	3661178	3661178	-	-	SCO3309	hypothetical protein	19	16	15	11	38908	26345	32801	23081	31	80	32	16	10	26357	18666	21114	24	58	0,218000758	0,970796336

	3661737	3661991		+	-	SCO3310	hypothetical protein	1	0	0	0	2320	0	1455	0	1	3	0	0	0	669	403	382	0	1	0,14235197	1

3663042	3663042	3662050	3662050	-	-	SCO3311	delta-aminolevulinic acid dehydratase	765	1000	638	765	1492777	1626168	1352243	1544534	597	1514	1230	809	489	1007754	890423	989197	402	969	0,170087211	0,860235579

3663566	3663566	3663976	3663976	+	-	SCO3312	hypothetical protein	22	17	8	8	43325	29144	17044	17201	25	64	20	15	13	16893	17350	26921	19	49	0,303248865	1

	3664890	3663973		-	-	SCO3313	hypothetical protein	3	1	2	2	7513	2493	6259	4065	2	5	4	3	0	3388	3499	1041	1	2	0,0417332	1

	3666136	3665180		-	-	SCO3314	dehydrogenase	4	4	4	3	8406	7585	9923	7386	3	8	9	5	3	7654	6120	7427	3	7	0,429926223	1

	3666265	3666957		+	-	SCO3315	transcriptional regulator	6	5	4	3	13134	9202	9210	7163	5	13	6	6	0	5101	7143	632	2	6	0,004947754	1

3668004	3667756	3666980	3666980	-	-	SCO3316	dehydrogenase	29	31	25	24	57809	51822	53451	49353	26	68	89	73	30	73575	80808	61367	39	92	0,091935457	0,591661725

	3669720	3668023	3668005	-	-	SCO3317	uroporphyrin-III C-methyltransferase/uroporphyrinogen-III synthase	628	822	634	639	1227152	1335741	1344032	1291924	300	765	2345	1497	648	1921255	1647489	1311906	414	958	0,214104721	0,96540692

	3670676	3669717		-	hemC	SCO3318	porphobilinogen deaminase	407	434	382	382	794379	706274	810409	772564	314	803	1180	720	306	967189	792585	620580	360	826	0,990274293	1

	3672418	3670673		-	hemA	SCO3319	glutamyl-tRNA reductase	349	472	526	504	682525	767918	1115598	1017629	200	513	1776	986	463	1455064	1085629	937697	289	664	0,381103265	1

3673239	3673191	3672415		-	-	SCO3320	redox-sensing transcriptional repressor Rex	253	297	208	237	495408	482913	442408	480100	240	611	521	505	277	427538	556115	560227	266	662	0,883139981	1

3673771	3673771	3673466	3673408	-	-	SCO3321	redoxin	9	8	10	8	17872	14174	21897	16243	22	57	12	14	14	9925	15857	28310	21	58	0,988203354	1

3673934	3673970	3674866	3674866	+	-	SCO3322	hypothetical protein	99	106	62	82	194505	173027	132653	167289	73	186	137	118	87	112740	130620	177584	61	156	0,695159666	1

	3675442	3675975		+	-	SCO3323	RNA polymerase sigma factor	0	0	1	1	1669	1262	3733	3963	1	4	3	3	0	2644	3953	1220	2	4	0,709848976	1

3676214	3676214	3677473	3677473	+	-	SCO3324	hypothetical protein	56	91	23	41	110338	147960	50440	84677	31	78	62	69	24	51451	76882	48811	19	46	0,060703373	0,445246975

3678596	3678582	3677515	3677425	-	-	SCO3325	hypothetical protein	54	87	64	57	107203	141734	135921	116773	46	117	142	104	48	116702	114525	98334	43	102	0,754514426	1

3679699	3679658	3678597	3678597	-	-	SCO3326	epimerase	127	209	164	139	248199	340390	348955	281682	113	287	451	302	128	370074	332605	259328	130	301	0,868376919	1

3679988	3679946	3679848	3679828	-	-	SCO3327	hypothetical protein	59	75	92	81	115212	121961	195800	165261	587	1510	203	112	80	166461	124278	162979	633	1527	0,731760173	1

3680331	3680268	3680056	3679997	-	-	SCO3328	hypothetical protein	179	200	106	124	350674	325267	224680	251316	534	1352	564	259	149	462644	285148	302288	717	1643	0,442733904	1

	3681213	3680398		-	-	SCO3329	hypothetical protein	1	3	6	6	3116	5397	14360	12773	4	10	15	14	5	12731	15708	10455	6	15	0,398013452	1

3682629	3682610	3681507	3681507	-	-	SCO3330	acetoin utilization protein	73	67	60	58	143384	109862	128483	118680	44	113	225	114	46	184519	125826	94647	54	122	0,591445583	1

	3683877	3682630		-	-	SCO3331	transmembrane transport protein	6	10	4	4	12600	16909	10379	8828	3	9	30	15	5	25276	17112	12120	6	14	0,245025907	1

3684634	3684617	3683901	3683901	-	-	SCO3332	hypothetical protein	14	17	12	11	29006	27897	26324	22243	14	36	35	25	24	29010	28353	49176	19	49	0,272295341	1

3685341	3685341	3684694	3684664	-	-	SCO3333	hydrolase	42	48	33	38	82856	78392	71694	78491	47	120	106	87	56	87234	96041	114017	61	152	0,176327371	0,878126275

3691242	3691374	3692384	3692495	+	-	SCO3334	tryptophanyl-tRNA synthetase	22	25	17	10	43568	42007	37852	21257	14	35	33	26	20	27185	29381	41428	12	32	0,698227269	1

	3693343	3692339		-	-	SCO3335	AraC family transcription regulator	1	1	0	1	2698	2807	0	3367	0	2	1	3	1	1351	3439	3936	1	2	0,731546194	1

	3693418	3693999		+	-	SCO3336	hydrolase	1	1	0	1	2126	2365	1485	2251	1	3	3	1	1	3018	1874	2965	1	4	0,79219253	1

3694917	3694917	3694063	3694000	-	-	SCO3337	pyrroline-5-carboxylate reductase	33	44	13	26	64760	72665	27770	52842	25	63	38	41	14	31176	46046	30145	17	41	0,084911718	0,560726351

	3695923	3695123		-	-	SCO3338	hypothetical protein	9	7	4	2	18668	12501	8656	4446	5	13	17	15	3	14432	16581	6750	7	15	0,929107258	1

	3696750	3695920		-	-	SCO3339	ABC transporter ATP-binding protein	13	17	6	6	25385	28517	14132	12922	9	24	16	18	4	13800	20148	9101	7	17	0,15726586	0,82559631

	3697673	3696891		-	-	SCO3340	hypothetical protein	2	6	3	5	5785	10103	8279	11842	4	11	6	6	5	5596	6723	10107	3	9	0,383886135	1

3699214	3699173	3698670	3698670	-	-	SCO3341	hypothetical protein	161	175	77	133	315445	284884	163721	270127	202	512	168	170	47	137667	187393	96455	119	278	0,021038229	0,21841554

3699915	3699889	3699215	3699215	-	-	SCO3342	glycine-rich hypothetical protein	385	404	204	310	751519	656978	432989	627528	360	914	397	296	125	325908	326633	254421	190	447	0,001709444	0,028032875

3700430	3700430	3700056	3700026	-	-	SCO3343	hypothetical protein	9	17	10	16	18541	28396	22511	33370	27	68	35	24	9	28748	26755	18826	28	66	0,829451197	1

3700547	3700571	3702733	3702739	+	-	SCO3344	Ser/Thr protein kinase	356	441	367	404	695709	717432	779914	817248	136	347	1119	650	245	917214	715442	495324	145	327	0,732414387	1

3704621	3704612	3702759	3702754	-	-	SCO3345	dihydroxy-acid dehydratase	106	122	62	78	208630	198310	132910	158414	37	94	150	122	79	123280	135010	160717	30	75	0,549068111	1

	3705382	3704768	3704702	-	-	SCO3346	transcriptional regulator	13	17	8	11	26269	28445	18540	24160	15	39	29	13	12	24536	14453	25959	14	35	0,637239398	1

3706236	3706236	3705379		-	-	SCO3347	hypothetical protein	49	55	42	48	95777	90394	89561	98492	42	109	76	83	52	63060	92314	105672	39	101	0,937992715	1

3707327	3707327	3706398	3706398	-	-	SCO3348	DNA-binding protein	22	23	19	26	43384	37865	42111	53511	18	47	56	46	19	45987	51255	39994	20	49	0,716608645	1

3707399	3707399	3708214	3708521	+	-	SCO3349	hypothetical protein	510	652	343	351	995252	1060888	728067	709693	424	1070	632	461	236	518374	507453	478885	257	614	0,019334626	0,206112545

	3710074	3708278		-	-	SCO3350	hypothetical protein	1	5	1	2	3339	8527	3743	5888	1	2	3	3	0	2669	3848	1193	0	1	0,022464749	1

3710688	3710688	3712097	3712123	+	-	SCO3351	DNA repair protein RadA	86	157	134	113	168168	255675	284024	229360	65	166	704	460	201	576777	506806	407445	152	352	6,84E-04	0,01232685

3712125	3712179	3713303	3713432	+	-	SCO3352	DNA integrity scanning protein DisA	306	353	310	305	598398	573952	657977	617024	212	543	945	617	314	774332	679647	636049	262	619	0,765126171	1

3714161	3713720	3713340	3713293	-	-	SCO3353	hypothetical protein	44	56	49	47	87321	91706	104377	96585	97	249	94	70	34	77629	77297	69115	82	196	0,575329702	1

	3713731	3714135		+	-	SCO3354	hypothetical protein	0	1	0	0	0	2308	0	167	0	1	1	1	0	1600	1398	222	1	2	0,213439957	1

3714378	3714378	3715304	3715305	+	-	SCO3355	adenine glycosylase	43	64	59	39	84341	104963	125512	79523	41	106	136	79	42	111592	87006	85884	43	102	0,882482051	1

3715532	3715604	3716137	3716150	+	-	SCO3356	ECF sigma factor	2652	3426	1599	2051	5175002	5568095	3390720	4141603	3396	8555	2239	2055	1403	1834461	2261738	2837420	1699	4328	0,088763133	0,575237481

3716169	3716194	3716802	3716869	+	-	SCO3357	hypothetical protein	292	348	179	216	569925	567058	381430	436998	317	802	287	261	149	235492	288095	301745	181	451	0,015547321	0,172535636

3716870	3716926	3717630	3717630	+	-	SCO3358	two-component system response regulator	152	208	105	153	297291	338154	224304	309182	164	414	252	212	118	206964	233882	240404	131	322	0,376113933	1

3717631	3717647	3719170	3719300	+	-	SCO3359	sensory histidine kinase contains hydrophobic membrane spanning regions	245	239	170	164	479332	389405	360314	331361	100	255	329	255	136	270191	280824	276480	74	180	0,188064478	0,904768992

3720040	3720033	3719200	3719200	-	-	SCO3360	hypothetical protein	4	5	11	2	8989	8977	23452	5479	5	14	63	40	18	51671	44542	36806	22	53	8,98E-10	3,67E-08

3720577	3720577	3720125	3720125	-	-	SCO3361	transcription regulator AsnC	0	2	4	6	184	4585	8784	12940	5	14	7	2	6	6378	2399	12129	5	15	0,865180864	1

	3720696	3721331	3721331	+	-	SCO3362	hypothetical protein	8	9	13	13	17105	15051	27879	27863	13	34	58	32	6	47821	35889	12378	23	50	0,160820859	0,835298679

3721342	3721342	3721785	3721785	+	-	SCO3363	acetyltransferase	14	26	16	11	28754	43439	35990	22839	29	73	71	39	9	58449	43182	19734	42	91	0,390694737	1

3721792	3721792	3722244	3722244	+	-	SCO3364	hypothetical protein	7	12	10	16	14513	19998	23274	34049	19	50	32	19	6	26494	21757	13910	20	45	0,686447647	1

3723256	3723256	3722414	3722011	-	-	SCO3365	hypothetical protein	21	22	16	15	42694	37277	35931	32096	17	43	41	39	13	34274	43901	26369	17	41	0,820315614	1

3725448	3725439	3723844	3723844	-	-	SCO3366	exporter	51	72	46	42	101427	118019	98662	86519	25	63	290	160	62	237588	176075	126823	50	112	0,004861455	0,06797079

3725589	3725598	3726185	3726226	+	-	SCO3367	TetR family transcriptional regulator	35	61	43	60	69294	100000	91769	121341	64	162	135	74	58	111355	82306	118612	72	177	0,527356264	1

3726905	3726905	3726219	3726129	-	-	SCO3368	peptidase	9	8	8	4	17609	13981	17619	8698	8	21	10	6	12	8390	6723	24285	6	19	0,577949318	1

	3727304	3729892		+	-	SCO3369	large ATP-binding protein	11	32	13	24	21949	53068	28978	49158	5	14	80	38	26	66170	42828	53254	8	20	0,096163524	1

	3729902	3732487		+	-	SCO3370	large ATP-binding protein	5	7	5	3	10037	12790	11765	7721	1	4	38	15	2	31808	16924	5236	3	6	0,120024729	1

	3732558	3733277		+	-	SCO3371	hypothetical protein	0	0	0	0	0	1576	1554	1469	0	1	1	1	0	1467	1232	712	0	1	0,586253008	1

	3733321	3736353		+	-	SCO3372	large ATP-binding protein	26	36	36	27	51771	58901	76597	55567	7	20	84	70	20	69305	77529	40733	9	20	0,672247235	1

3739047	3738956	3736431	3736403	-	-	SCO3373	Clp-family ATP-binding protease	3030	4009	2306	2612	5912814	6515123	4887550	5273355	884	2235	5503	5054	2398	4507970	5560931	4848820	809	1968	0,401560423	1

3739398	3739398	3740099	3740099	+	-	SCO3374	hypothetical protein	7	7	3	6	15085	12517	7883	13805	6	17	28	7	7	23530	8078	14872	9	22	0,615136296	1

3740513	3740435	3740100	3740100	-	-	SCO3375	Lsr2-like protein	487	465	387	456	950499	756334	822046	921267	1003	2567	1294	1044	477	1060174	1149612	965259	1320	3149	0,506859684	1

3741229	3741220	3740711	3740686	-	-	SCO3376	N-acetylglutamate synthase	39	56	31	38	77633	91923	66415	78695	61	154	81	72	22	66972	80244	45640	54	126	0,642172187	1

3741624	3741604	3741230	3741230	-	-	SCO3377	hypothetical protein	22	24	19	24	42995	39232	41685	49130	45	115	47	39	35	39089	43049	72179	52	137	0,314265854	1

3741942	3741942	3741763	3741757	-	-	SCO3378	small membrane protein	30	32	21	16	60188	52087	46261	33621	104	266	51	34	22	41908	38278	45427	95	232	0,689206107	1

	3742592	3741966		-	-	SCO3379	hypothetical protein	2	1	0	0	4485	2035	0	902	1	2	8	3	1	7297	4102	2502	3	7	0,036503222	1

3743828	3743823	3743026	3742995	-	-	SCO3380	pantothenate kinase	53	78	56	66	105086	127897	119926	133910	60	152	156	117	56	128432	129381	115059	65	155	0,765144702	1

3744819	3744818	3743829	3743829	-	-	SCO3381	nicotinate-nucleotide pyrophosphorylase	73	95	93	83	143510	155779	198029	167755	65	167	179	192	87	147243	211351	177593	73	180	0,560313135	1

	3746566	3744824	3744824	-	-	SCO3382	L-aspartate oxidase	54	58	50	48	105649	95028	106407	98353	22	58	135	87	45	110823	96124	91254	24	57	0,846262823	1

	3747576	3746563		-	panC	SCO3383	pantoate--beta-alanine ligase	14	21	21	14	27608	34212	46617	30253	13	34	57	31	18	47309	34562	37429	16	39	0,568930476	1

3748857	3748835	3747573		-	-	SCO3384	hypothetical protein	20	25	29	32	40782	40986	61632	66359	16	41	147	59	28	120449	65133	57672	29	64	0,020666724	0,216705541

3749036	3749036	3750247	3750247	+	-	SCO3385	L-allo-threonine aldolase	10	15	16	13	20007	25396	35446	26793	8	22	64	48	12	52532	53826	24686	16	36	0,047226214	0,380132311

3750419	3750419	3750691		+	-	SCO3386	hypothetical protein	3	2	1	1	7552	4376	2545	2530	6	15	15	9	3	12449	10555	6652	16	36	0,030975246	0,285375696

	3750688	3751794	3751795	+	-	SCO3387	transcriptional regulator	22	30	20	24	44704	49030	42893	49660	16	42	125	88	32	103201	97440	65900	34	80	7,03E-04	0,012624068

3752478	3752478	3751837	3751837	-	-	SCO3388	TmrB-like protein	9	6	11	6	19231	10143	25363	12670	10	26	27	19	6	22881	21419	13767	13	30	0,671858329	1

3753226	3753213	3752539	3752522	-	-	SCO3389	two component system response regulator	17	17	24	25	33870	28871	51738	50934	23	61	64	45	16	53168	50082	33466	29	67	0,561792242	1

3754484	3754484	3753279	3753279	-	-	SCO3390	two component sensor kinase	43	60	70	48	85389	98994	149113	98037	34	89	149	79	55	122661	87266	112245	37	89	0,839550122	1

3754603	3754603	3755691	3755691	+	-	SCO3391	hypothetical protein	18	28	20	32	36850	46657	43408	65196	17	44	57	33	11	47338	36536	23261	14	32	0,258503415	1

3756807	3756807	3755656	3755613	-	-	SCO3392	NADH dehydrogenase subunit NuoD2	119	127	119	126	233783	207811	253431	255233	80	206	187	181	102	153912	199336	206652	64	162	0,466288484	1

3756881	3756941	3757396		+	-	SCO3393	hypothetical protein	23	18	16	25	46471	29772	33930	52023	34	88	84	39	14	69056	43530	29236	47	103	0,408383377	1

	3757393	3759117		+	-	SCO3394	hypothetical protein	26	23	19	23	51140	38251	42151	46506	10	25	58	33	18	48203	36785	37607	10	23	0,835111565	1

3760322	3760322	3759147	3759014	-	-	SCO3395	hypothetical protein	148	155	119	144	288894	252618	252787	292017	90	230	389	257	144	319239	282798	292394	106	253	0,672448212	1

3761839	3761706	3760573	3760323	-	-	SCO3396	hypothetical protein	498	606	316	382	973138	985335	671347	771727	296	749	1039	675	532	851650	743475	1077246	315	785	0,945256807	1

3761797	3761869	3763674	3763674	+	-	SCO3397	integral membrane lysyl-tRNA synthetase	724	915	432	510	1412998	1487104	917529	1031481	266	671	987	702	509	808511	772442	1028969	193	481	0,267194734	1

3763747	3764143	3765009		+	-	SCO3398	dihydropteroate synthase	222	294	143	203	433297	478827	303496	411126	186	469	315	286	194	258311	315509	392750	146	371	0,352093619	1

	3765006	3765509	3765764	+	-	SCO3399	hypothetical protein	9	19	7	11	18483	31051	16589	23806	17	44	17	24	8	14419	27501	18069	16	39	0,649426535	1

3765767	3765814	3766173		+	-	SCO3400	dihydroneopterin aldolase	19	31	43	36	37307	51234	92255	73662	68	176	102	73	44	84303	80587	89438	96	235	0,118127005	0,685483083

	3766170	3766781	3766808	+	-	SCO3401	hydroxymethyldihydropteridine pyrophosphokinase	33	37	34	32	65032	61354	72843	64601	42	107	97	88	38	79995	97384	77860	57	139	0,153613787	0,813587743

3766820	3766852	3767340	3767429	+	-	SCO3402	hypothetical protein	40	44	53	37	78341	71611	112439	76462	67	173	113	66	33	93006	73178	67877	68	159	0,915301204	1

3768000	3767961	3767356	3767222	-	folE	SCO3403	GTP cyclohydrolase I	98	146	119	123	191340	238339	254105	248878	151	384	306	236	96	251222	260212	195395	165	388	0,858560935	1

3770145	3770099	3768093	3768044	-	-	SCO3404	cell division protein FtsH-like protein	1284	1601	1316	1227	2506445	2602533	2790452	2477737	507	1292	3106	2098	1095	2544968	2308758	2213732	494	1173	0,725466144	1

3770954	3770892	3770329	3770166	-	-	SCO3405	hypoxanthine phosphoribosyltransferase	233	334	268	278	455043	543842	568049	562536	371	943	644	437	216	528237	480924	438044	362	855	0,580327921	1

3772166	3772022	3770964	3770955	-	-	SCO3406	hypothetical protein	12	10	10	11	24803	17826	22442	23341	8	20	32	22	14	26444	25102	30243	10	25	0,476330782	1

3773342	3773342	3772215	3772168	-	-	SCO3407	hypothetical protein	102	144	86	91	200300	234985	184282	185086	70	178	268	160	113	220133	176744	229842	76	185	0,749806982	1

	3774843	3773464	3773464	-	-	SCO3408	hypothetical protein	54	37	26	32	106543	61515	55967	64694	20	52	67	34	11	55201	38311	23207	12	28	0,006770847	0,08882139

3774828	3775145	3775636	3775636	+	-	SCO3409	inorganic pyrophosphatase	650	749	687	724	1268469	1217158	1457442	1463038	1074	2747	1369	941	567	1121592	1036354	1146923	924	2239	0,642827274	1

3775715	3775723	3777459	3777550	+	-	SCO3410	hypothetical protein	125	138	90	120	245121	225307	192601	243492	51	130	274	223	106	225122	246107	214818	54	131	0,859307715	1

3778397	3778367	3777456	3777174	-	-	SCO3411	hypothetical protein	27	52	33	40	53917	84651	70397	81644	31	79	868	813	326	711230	894813	660851	346	828	6,89E-176	1,55E-173

3778524	3778548	3778868	3778870	+	-	SCO3412	hypothetical protein	13	15	14	16	25958	25034	30464	32691	34	88	4	8	7	3476	9692	15709	10	29	5,06E-07	1,61E-05

3779680	3779675	3778914	3778914	-	-	SCO3413	transcriptional regulator	18	30	11	10	36481	48885	24898	21304	17	43	66485	55350	23564	54460253	60902360	47636111	30020	71303	0	0

3780231	3780231	3779785	3779785	-	-	SCO3414	transcriptional regulator	8	26	7	23	16784	43021	15965	47483	27	68	42	27	13	34702	30211	27108	29	68	0,970688211	1

	3780468	3781268		+	-	SCO3415	esterase	0	2	0	1	1805	4432	594	2381	1	2	0	0	0	0	0	249	0	0	3,50E-253	1

	3781328	3782755		+	-	SCO3416	glutamate decarboxylase	4	2	4	2	8241	4046	9418	4046	1	4	12	4	5	10395	5357	10410	2	6	0,58191881	1

	3783685	3782903		-	-	SCO3417	ABC transporter	3	1	1	3	6416	2147	2485	6791	2	5	9	10	4	7891	11788	8549	4	12	0,066999421	1

	3784629	3783682		-	-	SCO3418	ABC transporter ATP-binding protein	5	4	1	2	10435	6556	2990	4298	2	6	22	13	5	18686	15382	10748	6	15	0,006147827	1

3785358	3785358	3784717	3784717	-	-	SCO3419	hypothetical protein	19	27	33	24	37743	44799	71238	49706	30	79	90	46	27	74095	50945	56024	40	94	0,291872918	1

3786919	3786901	3785441	3785441	-	-	SCO3420	aldehyde dehydrogenase	92	120	67	78	180128	196082	142973	158349	45	115	162	159	67	133002	175953	135987	42	101	0,84201283	1

3787848	3787801	3786977	3786977	-	-	SCO3421	hypothetical protein	80	102	70	57	157538	166068	149034	115396	70	178	189	154	84	155135	170413	170344	82	200	0,449039341	1

